"platformgameid","winningteam"
"ESPORTSTMNT01:1321427","200"
"ESPORTSTMNT01:1131231","100"
"ESPORTSTMNT01:1294725","100"
"ESPORTSTMNT01:1156021","100"
"ESPORTSTMNT01:1162224","100"
"ESPORTSTMNT01:1720684","200"
"ESPORTSTMNT01:1884848","100"
"ESPORTSTMNT01:1415198","200"
"ESPORTSTMNT01:1144778","200"
"ESPORTSTMNT01:1156641","100"
"ESPORTSTMNT01:1415502","100"
"ESPORTSTMNT01:1110353","200"
"ESPORTSTMNT01:1896589","100"
"ESPORTSTMNT01:1881636","100"
"ESPORTSTMNT01:1424446","200"
"ESPORTSTMNT01:1130806","200"
"ESPORTSTMNT01:1885129","200"
"ESPORTSTMNT01:1141728","100"
"ESPORTSTMNT01:1415429","200"
"ESPORTSTMNT01:1321394","100"
"ESPORTSTMNT01:1370784","200"
"ESPORTSTMNT01:1692981","100"
"ESPORTSTMNT01:1931328","200"
"ESPORTSTMNT01:1721392","200"
"ESPORTSTMNT01:1323934","100"
"ESPORTSTMNT01:2030402","200"
"ESPORTSTMNT01:1133768","100"
"ESPORTSTMNT01:1414864","100"
"ESPORTSTMNT01:1881957","200"
"ESPORTSTMNT01:1304739","200"
"ESPORTSTMNT01:1691645","200"
"ESPORTSTMNT01:1887514","100"
"ESPORTSTMNT01:1886629","200"
"ESPORTSTMNT01:1693830","200"
"ESPORTSTMNT01:1401441","200"
"ESPORTSTMNT01:1435174","200"
"ESPORTSTMNT01:1414280","200"
"ESPORTSTMNT01:1152495","100"
"ESPORTSTMNT01:1131528","100"
"ESPORTSTMNT01:1885524","200"
"ESPORTSTMNT01:1424270","100"
"ESPORTSTMNT01:1131400","100"
"ESPORTSTMNT01:1403840","100"
"ESPORTSTMNT01:1120706","100"
"ESPORTSTMNT01:1161995","100"
"ESPORTSTMNT01:1141649","200"
"ESPORTSTMNT01:1143862","100"
"ESPORTSTMNT01:1162715","100"
"ESPORTSTMNT01:1682656","100"
"ESPORTSTMNT01:1693805","200"
"ESPORTSTMNT01:1144925","100"
"ESPORTSTMNT01:1152985","100"
"ESPORTSTMNT01:1720409","200"
"ESPORTSTMNT01:1313707","100"
"ESPORTSTMNT01:1156489","100"
"ESPORTSTMNT01:1886080","200"
"ESPORTSTMNT01:1425154","200"
"ESPORTSTMNT01:1891709","200"
"ESPORTSTMNT01:1405637","200"
"ESPORTSTMNT01:1133666","100"
"ESPORTSTMNT01:1892111","100"
"ESPORTSTMNT01:1120789","100"
"ESPORTSTMNT01:1682526","100"
"ESPORTSTMNT01:1162336","200"
"ESPORTSTMNT01:1142278","200"
"ESPORTSTMNT01:1892753","200"
"ESPORTSTMNT01:1401768","200"
"ESPORTSTMNT01:1894045","200"
"ESPORTSTMNT01:1154679","200"
"ESPORTSTMNT01:1325619","200"
"ESPORTSTMNT01:1683165","100"
"ESPORTSTMNT01:1880604","100"
"ESPORTSTMNT01:1732102","200"
"ESPORTSTMNT01:1722489","100"
"ESPORTSTMNT01:1433946","100"
"ESPORTSTMNT01:1886743","100"
"ESPORTSTMNT01:1370339","100"
"ESPORTSTMNT01:1302635","100"
"ESPORTSTMNT01:1885163","100"
"ESPORTSTMNT01:1892684","100"
"ESPORTSTMNT01:1891749","200"
"ESPORTSTMNT01:1887455","200"
"ESPORTSTMNT01:1405650","100"
"ESPORTSTMNT01:1152781","200"
"ESPORTSTMNT01:1325920","100"
"ESPORTSTMNT01:1721772","100"
"ESPORTSTMNT01:1887515","200"
"ESPORTSTMNT01:1165549","100"
"ESPORTSTMNT01:1403911","200"
"ESPORTSTMNT01:1885647","100"
"ESPORTSTMNT01:1323219","200"
"ESPORTSTMNT01:1426113","200"
"ESPORTSTMNT01:1144617","100"
"ESPORTSTMNT01:1144955","200"
"ESPORTSTMNT01:1731227","200"
"ESPORTSTMNT01:1683235","100"
"ESPORTSTMNT01:1325041","200"
"ESPORTSTMNT01:1323170","200"
"ESPORTSTMNT01:2030654","100"
"ESPORTSTMNT01:1325567","200"
"ESPORTSTMNT01:2138327","200"
"ESPORTSTMNT01:1692996","100"
"ESPORTSTMNT01:2030609","100"
"ESPORTSTMNT01:1144428","100"
"ESPORTSTMNT01:1882248","200"
"ESPORTSTMNT01:1881279","200"
"ESPORTSTMNT01:1692654","100"
"ESPORTSTMNT01:1370787","200"
"ESPORTSTMNT01:1163215","100"
"ESPORTSTMNT01:1291812","200"
"ESPORTSTMNT01:1142134","200"
"ESPORTSTMNT01:1295840","100"
"ESPORTSTMNT01:1151939","200"
"ESPORTSTMNT01:1435337","200"
"ESPORTSTMNT01:1293899","100"
"ESPORTSTMNT01:1690563","100"
"ESPORTSTMNT01:1883418","100"
"ESPORTSTMNT01:1732376","100"
"ESPORTSTMNT01:1426092","100"
"ESPORTSTMNT01:1415531","100"
"ESPORTSTMNT01:1304391","100"
"ESPORTSTMNT01:1131675","200"
"ESPORTSTMNT01:1882810","100"
"ESPORTSTMNT01:1434878","100"
"ESPORTSTMNT01:1892847","200"
"ESPORTSTMNT01:1693931","100"
"ESPORTSTMNT01:1414076","100"
"ESPORTSTMNT01:2136111","200"
"ESPORTSTMNT01:1882148","100"
"ESPORTSTMNT01:1433876","100"
"ESPORTSTMNT01:1433997","200"
"ESPORTSTMNT01:1304081","100"
"ESPORTSTMNT01:1436333","200"
"ESPORTSTMNT01:1434866","200"
"ESPORTSTMNT01:1721876","100"
"ESPORTSTMNT01:1315379","200"
"ESPORTSTMNT01:1887206","100"
"ESPORTSTMNT01:1892085","100"
"ESPORTSTMNT01:1304132","200"
"ESPORTSTMNT01:1401212","100"
"ESPORTSTMNT01:1435244","200"
"ESPORTSTMNT01:1723398","200"
"ESPORTSTMNT01:1415338","200"
"ESPORTSTMNT01:1415507","200"
"ESPORTSTMNT01:2134581","200"
"ESPORTSTMNT01:1151506","200"
"ESPORTSTMNT01:1882812","100"
"ESPORTSTMNT01:1414291","100"
"ESPORTSTMNT01:1721775","100"
"ESPORTSTMNT01:1303876","100"
"ESPORTSTMNT01:1291406","200"
"ESPORTSTMNT01:1693576","200"
"ESPORTSTMNT01:1315361","200"
"ESPORTSTMNT01:1296527","100"
"ESPORTSTMNT01:1722596","200"
"ESPORTSTMNT01:1722568","200"
"ESPORTSTMNT01:1731733","100"
"ESPORTSTMNT01:1436488","100"
"ESPORTSTMNT01:1413609","100"
"ESPORTSTMNT01:1132857","100"
"ESPORTSTMNT01:1886602","100"
"ESPORTSTMNT01:1162236","100"
"ESPORTSTMNT01:1144812","100"
"ESPORTSTMNT01:1415112","200"
"ESPORTSTMNT01:1892125","100"
"ESPORTSTMNT01:1885471","200"
"ESPORTSTMNT01:1155789","200"
"ESPORTSTMNT01:1693060","100"
"ESPORTSTMNT01:1425115","100"
"ESPORTSTMNT01:1434854","100"
"ESPORTSTMNT01:1434924","200"
"ESPORTSTMNT01:1293370","200"
"ESPORTSTMNT01:1325904","100"
"ESPORTSTMNT01:1884990","100"
"ESPORTSTMNT01:1162249","100"
"ESPORTSTMNT01:1896284","200"
"ESPORTSTMNT01:1296710","100"
"ESPORTSTMNT01:1304609","200"
"ESPORTSTMNT01:1880573","100"
"ESPORTSTMNT01:1721401","100"
"ESPORTSTMNT01:1683002","200"
"ESPORTSTMNT01:1885516","100"
"ESPORTSTMNT01:1892871","200"
"ESPORTSTMNT01:1693034","200"
"ESPORTSTMNT01:1731319","100"
"ESPORTSTMNT01:1425772","100"
"ESPORTSTMNT01:1882759","100"
"ESPORTSTMNT01:1892801","200"
"ESPORTSTMNT01:1434977","200"
"ESPORTSTMNT01:1891971","100"
"ESPORTSTMNT01:1403768","200"
"ESPORTSTMNT01:2040828","100"
"ESPORTSTMNT01:1881565","100"
"ESPORTSTMNT01:1306256","100"
"ESPORTSTMNT01:1413942","100"
"ESPORTSTMNT01:1893214","100"
"ESPORTSTMNT01:1293319","200"
"ESPORTSTMNT01:1152945","200"
"ESPORTSTMNT01:1682348","200"
"ESPORTSTMNT01:2131131","200"
"ESPORTSTMNT01:1323941","200"
"ESPORTSTMNT01:1314115","100"
"ESPORTSTMNT01:1890876","200"
"ESPORTSTMNT01:1731235","200"
"ESPORTSTMNT01:1895836","100"
"ESPORTSTMNT01:1155669","200"
"ESPORTSTMNT01:1370161","200"
"ESPORTSTMNT01:1413619","200"
"ESPORTSTMNT01:1880777","200"
"ESPORTSTMNT01:1891998","100"
"ESPORTSTMNT01:1165367","200"
"ESPORTSTMNT01:1895144","200"
"ESPORTSTMNT01:1405624","100"
"ESPORTSTMNT01:1325639","200"
"ESPORTSTMNT01:1891153","100"
"ESPORTSTMNT01:1305601","200"
"ESPORTSTMNT01:1165779","100"
"ESPORTSTMNT01:2132307","200"
"ESPORTSTMNT01:1291737","100"
"ESPORTSTMNT01:2040484","100"
"ESPORTSTMNT01:1931329","200"
"ESPORTSTMNT01:1144905","200"
"ESPORTSTMNT01:1882285","200"
"ESPORTSTMNT01:1885857","200"
"ESPORTSTMNT01:1155745","100"
"ESPORTSTMNT01:1431428","100"
"ESPORTSTMNT01:1682837","200"
"ESPORTSTMNT01:1431505","100"
"ESPORTSTMNT01:1690820","100"
"ESPORTSTMNT01:1885611","200"
"ESPORTSTMNT01:1292296","200"
"ESPORTSTMNT01:1723480","200"
"ESPORTSTMNT01:1431769","200"
"ESPORTSTMNT01:1110148","100"
"ESPORTSTMNT01:2131833","200"
"ESPORTSTMNT01:1732348","200"
"ESPORTSTMNT01:2131103","200"
"ESPORTSTMNT01:1881290","200"
"ESPORTSTMNT01:1883468","100"
"ESPORTSTMNT01:1434783","100"
"ESPORTSTMNT01:1370353","200"
"ESPORTSTMNT01:1883184","200"
"ESPORTSTMNT01:1885396","200"
"ESPORTSTMNT01:1896561","200"
"ESPORTSTMNT01:1165832","200"
"ESPORTSTMNT01:1306271","100"
"ESPORTSTMNT01:1731285","200"
"ESPORTSTMNT01:1884729","200"
"ESPORTSTMNT01:1896801","100"
"ESPORTSTMNT01:2030369","200"
"ESPORTSTMNT01:1885306","200"
"ESPORTSTMNT01:1131604","200"
"ESPORTSTMNT01:1161952","200"
"ESPORTSTMNT01:1886639","100"
"ESPORTSTMNT01:1883878","100"
"ESPORTSTMNT01:1691701","200"
"ESPORTSTMNT01:1880675","200"
"ESPORTSTMNT01:1121015","200"
"ESPORTSTMNT01:1121592","200"
"ESPORTSTMNT01:2136517","100"
"ESPORTSTMNT01:1295588","100"
"ESPORTSTMNT01:1692634","200"
"ESPORTSTMNT01:1305843","200"
"ESPORTSTMNT01:1690841","100"
"ESPORTSTMNT01:2132389","200"
"ESPORTSTMNT01:1731611","200"
"ESPORTSTMNT01:1291651","100"
"ESPORTSTMNT01:1415469","100"
"ESPORTSTMNT01:2030418","100"
"ESPORTSTMNT01:1155818","100"
"ESPORTSTMNT01:1144751","100"
"ESPORTSTMNT01:1882804","100"
"ESPORTSTMNT01:1436665","100"
"ESPORTSTMNT01:1313692","200"
"ESPORTSTMNT01:2030426","200"
"ESPORTSTMNT01:1305569","200"
"ESPORTSTMNT01:1895797","200"
"ESPORTSTMNT01:1720384","100"
"ESPORTSTMNT01:1683213","200"
"ESPORTSTMNT01:2030675","100"
"ESPORTSTMNT01:1153254","200"
"ESPORTSTMNT01:1156438","100"
"ESPORTSTMNT01:1141662","200"
"ESPORTSTMNT01:1884449","100"
"ESPORTSTMNT01:1896525","200"
"ESPORTSTMNT01:1887149","200"
"ESPORTSTMNT01:1895514","100"
"ESPORTSTMNT01:1306348","100"
"ESPORTSTMNT01:1414788","200"
"ESPORTSTMNT01:1313713","200"
"ESPORTSTMNT01:1403432","200"
"ESPORTSTMNT01:1731469","200"
"ESPORTSTMNT01:1693202","200"
"ESPORTSTMNT01:1325816","100"
"ESPORTSTMNT01:1293909","100"
"ESPORTSTMNT01:1895540","100"
"ESPORTSTMNT01:1432410","200"
"ESPORTSTMNT01:1721348","200"
"ESPORTSTMNT01:1887346","200"
"ESPORTSTMNT01:1884406","200"
"ESPORTSTMNT01:1133169","200"
"ESPORTSTMNT01:1691071","200"
"ESPORTSTMNT01:1144246","100"
"ESPORTSTMNT01:1292315","200"
"ESPORTSTMNT01:1890903","200"
"ESPORTSTMNT01:1896261","200"
"ESPORTSTMNT01:1370738","100"
"ESPORTSTMNT01:1722491","200"
"ESPORTSTMNT01:1133118","200"
"ESPORTSTMNT01:1313896","100"
"ESPORTSTMNT01:1152607","200"
"ESPORTSTMNT01:2131078","100"
"ESPORTSTMNT01:1683124","200"
"ESPORTSTMNT01:1131890","100"
"ESPORTSTMNT01:1730332","100"
"ESPORTSTMNT01:1720707","100"
"ESPORTSTMNT01:1401566","100"
"ESPORTSTMNT01:1723460","100"
"ESPORTSTMNT01:1882085","200"
"ESPORTSTMNT01:1131772","100"
"ESPORTSTMNT01:1424591","100"
"ESPORTSTMNT01:2030178","100"
"ESPORTSTMNT01:1431668","200"
"ESPORTSTMNT01:1132087","100"
"ESPORTSTMNT01:1325789","200"
"ESPORTSTMNT01:1431669","200"
"ESPORTSTMNT01:1690520","100"
"ESPORTSTMNT01:2030769","100"
"ESPORTSTMNT01:1415382","200"
"ESPORTSTMNT01:1683695","200"
"ESPORTSTMNT01:1321781","100"
"ESPORTSTMNT01:1165982","200"
"ESPORTSTMNT01:2143540","200"
"ESPORTSTMNT01:1731994","200"
"ESPORTSTMNT01:1292354","100"
"ESPORTSTMNT01:1720710","100"
"ESPORTSTMNT01:1434695","200"
"ESPORTSTMNT01:1721862","100"
"ESPORTSTMNT01:1325250","200"
"ESPORTSTMNT01:1883825","200"
"ESPORTSTMNT01:2030676","200"
"ESPORTSTMNT01:1401186","100"
"ESPORTSTMNT01:1894463","200"
"ESPORTSTMNT01:1693683","200"
"ESPORTSTMNT01:1732015","100"
"ESPORTSTMNT01:1887241","200"
"ESPORTSTMNT01:1683727","100"
"ESPORTSTMNT01:2030779","100"
"ESPORTSTMNT01:2133698","200"
"ESPORTSTMNT01:1431671","100"
"ESPORTSTMNT01:1110380","100"
"ESPORTSTMNT01:1886588","100"
"ESPORTSTMNT01:1304700","100"
"ESPORTSTMNT01:1895539","100"
"ESPORTSTMNT01:1142237","100"
"ESPORTSTMNT01:1882306","100"
"ESPORTSTMNT01:1896015","100"
"ESPORTSTMNT01:1380454","200"
"ESPORTSTMNT01:1153401","200"
"ESPORTSTMNT01:1121276","100"
"ESPORTSTMNT01:1896620","200"
"ESPORTSTMNT01:1885740","100"
"ESPORTSTMNT01:1883482","100"
"ESPORTSTMNT01:1720310","200"
"ESPORTSTMNT01:1883340","100"
"ESPORTSTMNT01:1884759","200"
"ESPORTSTMNT01:1880814","200"
"ESPORTSTMNT01:2136897","100"
"ESPORTSTMNT01:1162038","100"
"ESPORTSTMNT01:1691118","100"
"ESPORTSTMNT01:2030439","100"
"ESPORTSTMNT01:1886169","100"
"ESPORTSTMNT01:1884802","200"
"ESPORTSTMNT01:1882258","200"
"ESPORTSTMNT01:1403735","100"
"ESPORTSTMNT01:1134540","100"
"ESPORTSTMNT01:1895561","200"
"ESPORTSTMNT01:1141978","200"
"ESPORTSTMNT01:1140917","100"
"ESPORTSTMNT01:1432453","100"
"ESPORTSTMNT01:1885220","200"
"ESPORTSTMNT01:1693626","100"
"ESPORTSTMNT01:1131632","100"
"ESPORTSTMNT01:1731670","200"
"ESPORTSTMNT01:1301262","200"
"ESPORTSTMNT01:1144300","100"
"ESPORTSTMNT01:1880717","100"
"ESPORTSTMNT01:2030244","200"
"ESPORTSTMNT01:1325819","100"
"ESPORTSTMNT01:2030782","100"
"ESPORTSTMNT01:1882691","100"
"ESPORTSTMNT01:2135213","100"
"ESPORTSTMNT01:2040449","200"
"ESPORTSTMNT01:1413949","100"
"ESPORTSTMNT01:2040220","100"
"ESPORTSTMNT01:1435325","200"
"ESPORTSTMNT01:1885206","100"
"ESPORTSTMNT01:1435105","100"
"ESPORTSTMNT01:1144206","100"
"ESPORTSTMNT01:2145559","100"
"ESPORTSTMNT01:1360858","200"
"ESPORTSTMNT01:1891932","100"
"ESPORTSTMNT01:1723584","200"
"ESPORTSTMNT01:2030614","100"
"ESPORTSTMNT01:1305624","200"
"ESPORTSTMNT01:1434988","100"
"ESPORTSTMNT01:1883205","100"
"ESPORTSTMNT01:1895312","100"
"ESPORTSTMNT01:1152651","100"
"ESPORTSTMNT01:1882880","200"
"ESPORTSTMNT01:1324468","100"
"ESPORTSTMNT01:1142205","200"
"ESPORTSTMNT01:1891967","200"
"ESPORTSTMNT01:1896010","200"
"ESPORTSTMNT01:1165751","200"
"ESPORTSTMNT01:1294417","200"
"ESPORTSTMNT01:1894294","200"
"ESPORTSTMNT01:1895871","200"
"ESPORTSTMNT01:1325606","100"
"ESPORTSTMNT01:1881117","100"
"ESPORTSTMNT01:1885445","200"
"ESPORTSTMNT01:1403891","200"
"ESPORTSTMNT01:1896217","200"
"ESPORTSTMNT01:1721846","100"
"ESPORTSTMNT01:1895479","100"
"ESPORTSTMNT01:1302628","200"
"ESPORTSTMNT01:1694041","200"
"ESPORTSTMNT01:1880812","100"
"ESPORTSTMNT01:1886145","200"
"ESPORTSTMNT01:2030703","200"
"ESPORTSTMNT01:1732130","200"
"ESPORTSTMNT01:1886180","100"
"ESPORTSTMNT01:1693767","100"
"ESPORTSTMNT01:1434795","100"
"ESPORTSTMNT01:1730251","100"
"ESPORTSTMNT01:1131423","100"
"ESPORTSTMNT01:1890306","200"
"ESPORTSTMNT01:2030823","100"
"ESPORTSTMNT01:1434574","100"
"ESPORTSTMNT01:2040401","200"
"ESPORTSTMNT01:1723413","200"
"ESPORTSTMNT01:1732046","100"
"ESPORTSTMNT01:1435221","100"
"ESPORTSTMNT01:2138794","200"
"ESPORTSTMNT01:1886589","200"
"ESPORTSTMNT01:1692969","100"
"ESPORTSTMNT01:1883099","200"
"ESPORTSTMNT01:1436377","100"
"ESPORTSTMNT01:2139419","100"
"ESPORTSTMNT01:1883500","200"
"ESPORTSTMNT01:1301128","200"
"ESPORTSTMNT01:2145445","200"
"ESPORTSTMNT01:1693483","100"
"ESPORTSTMNT01:2139387","100"
"ESPORTSTMNT01:2030660","200"
"ESPORTSTMNT01:2131075","200"
"ESPORTSTMNT01:1431479","100"
"ESPORTSTMNT01:2030263","200"
"ESPORTSTMNT01:1891371","100"
"ESPORTSTMNT01:1370788","200"
"ESPORTSTMNT01:1882758","200"
"ESPORTSTMNT01:1155176","100"
"ESPORTSTMNT01:1881014","100"
"ESPORTSTMNT01:1884513","100"
"ESPORTSTMNT01:2131655","200"
"ESPORTSTMNT01:1401595","200"
"ESPORTSTMNT01:1683630","100"
"ESPORTSTMNT01:1885821","100"
"ESPORTSTMNT01:2250277","100"
"ESPORTSTMNT01:1896731","100"
"ESPORTSTMNT01:2139344","100"
"ESPORTSTMNT01:1886218","200"
"ESPORTSTMNT01:2040465","100"
"ESPORTSTMNT01:1325167","100"
"ESPORTSTMNT01:1896701","200"
"ESPORTSTMNT01:1895935","200"
"ESPORTSTMNT01:2145409","200"
"ESPORTSTMNT01:1895436","200"
"ESPORTSTMNT01:1401754","200"
"ESPORTSTMNT01:1882219","200"
"ESPORTSTMNT01:1310854","100"
"ESPORTSTMNT01:1434733","200"
"ESPORTSTMNT01:1315397","100"
"ESPORTSTMNT01:1885630","100"
"ESPORTSTMNT01:1431811","200"
"ESPORTSTMNT01:2030182","100"
"ESPORTSTMNT01:2134253","100"
"ESPORTSTMNT01:1142216","100"
"ESPORTSTMNT01:1895978","200"
"ESPORTSTMNT01:1731529","200"
"ESPORTSTMNT01:2137725","200"
"ESPORTSTMNT01:1883514","100"
"ESPORTSTMNT01:2131107","200"
"ESPORTSTMNT01:2030265","100"
"ESPORTSTMNT01:2144284","100"
"ESPORTSTMNT01:1130786","200"
"ESPORTSTMNT01:1722421","100"
"ESPORTSTMNT01:2138092","100"
"ESPORTSTMNT01:1885342","100"
"ESPORTSTMNT01:1880664","200"
"ESPORTSTMNT01:1304374","100"
"ESPORTSTMNT01:2030783","100"
"ESPORTSTMNT01:2143653","100"
"ESPORTSTMNT01:2134634","100"
"ESPORTSTMNT01:2030811","100"
"ESPORTSTMNT01:1692586","200"
"ESPORTSTMNT01:2030438","200"
"ESPORTSTMNT01:2136552","200"
"ESPORTSTMNT01:1424633","100"
"ESPORTSTMNT01:2131858","200"
"ESPORTSTMNT01:1691409","100"
"ESPORTSTMNT01:2136378","100"
"ESPORTSTMNT01:2146909","100"
"ESPORTSTMNT01:2142487","200"
"ESPORTSTMNT01:2148765","200"
"ESPORTSTMNT01:1132049","200"
"ESPORTSTMNT01:1291682","100"
"ESPORTSTMNT01:1682850","100"
"ESPORTSTMNT01:1890401","200"
"ESPORTSTMNT01:2135128","100"
"ESPORTSTMNT01:1892122","100"
"ESPORTSTMNT01:1434754","200"
"ESPORTSTMNT01:2030428","200"
"ESPORTSTMNT01:1885509","200"
"ESPORTSTMNT01:1885775","100"
"ESPORTSTMNT01:2137598","200"
"ESPORTSTMNT01:1432354","200"
"ESPORTSTMNT01:1895995","100"
"ESPORTSTMNT01:1891020","100"
"ESPORTSTMNT01:2030205","200"
"ESPORTSTMNT01:1722637","100"
"ESPORTSTMNT01:1896808","100"
"ESPORTSTMNT01:1895709","200"
"ESPORTSTMNT01:2141248","200"
"ESPORTSTMNT01:1884357","200"
"ESPORTSTMNT01:1164851","100"
"ESPORTSTMNT01:2139169","100"
"ESPORTSTMNT01:1434814","200"
"ESPORTSTMNT01:1882707","100"
"ESPORTSTMNT01:1141454","100"
"ESPORTSTMNT01:1155199","200"
"ESPORTSTMNT01:1321705","200"
"ESPORTSTMNT01:1152926","100"
"ESPORTSTMNT01:1683103","100"
"ESPORTSTMNT01:2030808","100"
"ESPORTSTMNT01:1880820","200"
"ESPORTSTMNT01:1896608","100"
"ESPORTSTMNT01:1931325","200"
"ESPORTSTMNT01:2571559","200"
"ESPORTSTMNT01:1885499","100"
"ESPORTSTMNT01:1886793","100"
"ESPORTSTMNT01:1883396","100"
"ESPORTSTMNT01:1881934","200"
"ESPORTSTMNT01:1886844","100"
"ESPORTSTMNT01:1162787","100"
"ESPORTSTMNT01:2250494","200"
"ESPORTSTMNT01:1890928","200"
"ESPORTSTMNT01:1293393","100"
"ESPORTSTMNT01:1883400","200"
"ESPORTSTMNT01:1886654","100"
"ESPORTSTMNT01:1431418","100"
"ESPORTSTMNT01:1895167","100"
"ESPORTSTMNT01:1896054","200"
"ESPORTSTMNT01:1894222","200"
"ESPORTSTMNT01:1895974","100"
"ESPORTSTMNT01:1891104","200"
"ESPORTSTMNT01:1732213","100"
"ESPORTSTMNT01:2134685","100"
"ESPORTSTMNT01:2131174","100"
"ESPORTSTMNT01:1721802","200"
"ESPORTSTMNT01:2135318","100"
"ESPORTSTMNT01:2030657","200"
"ESPORTSTMNT01:2141988","100"
"ESPORTSTMNT01:1885015","200"
"ESPORTSTMNT01:2132296","200"
"ESPORTSTMNT01:1731417","200"
"ESPORTSTMNT01:2145498","200"
"ESPORTSTMNT01:2200224","100"
"ESPORTSTMNT01:2240125","100"
"ESPORTSTMNT01:2145437","200"
"ESPORTSTMNT01:2132169","100"
"ESPORTSTMNT01:1885059","100"
"ESPORTSTMNT01:1882335","100"
"ESPORTSTMNT01:1882288","100"
"ESPORTSTMNT01:2137700","100"
"ESPORTSTMNT01:1891410","100"
"ESPORTSTMNT01:2131143","200"
"ESPORTSTMNT01:1891724","100"
"ESPORTSTMNT01:2030818","200"
"ESPORTSTMNT01:1154696","100"
"ESPORTSTMNT01:2210439","100"
"ESPORTSTMNT01:1370134","200"
"ESPORTSTMNT01:1894761","200"
"ESPORTSTMNT01:1881542","100"
"ESPORTSTMNT01:2147840","100"
"ESPORTSTMNT01:1891894","200"
"ESPORTSTMNT01:1882116","100"
"ESPORTSTMNT01:1720742","100"
"ESPORTSTMNT01:1880949","200"
"ESPORTSTMNT01:1890214","100"
"ESPORTSTMNT01:1890980","200"
"ESPORTSTMNT01:1886615","200"
"ESPORTSTMNT01:2131752","100"
"ESPORTSTMNT01:1300941","200"
"ESPORTSTMNT01:1434787","100"
"ESPORTSTMNT01:1881620","200"
"ESPORTSTMNT01:1883810","200"
"ESPORTSTMNT01:2148936","100"
"ESPORTSTMNT01:2030272","200"
"ESPORTSTMNT01:1885529","200"
"ESPORTSTMNT01:2135868","200"
"ESPORTSTMNT01:1884365","200"
"ESPORTSTMNT01:1722638","200"
"ESPORTSTMNT01:2139221","200"
"ESPORTSTMNT01:1882191","200"
"ESPORTSTMNT01:1881051","200"
"ESPORTSTMNT01:1886709","200"
"ESPORTSTMNT01:1887512","100"
"ESPORTSTMNT01:1436290","100"
"ESPORTSTMNT01:2141772","100"
"ESPORTSTMNT01:2131800","100"
"ESPORTSTMNT01:1891243","100"
"ESPORTSTMNT01:2133619","100"
"ESPORTSTMNT01:1720760","200"
"ESPORTSTMNT01:1432144","100"
"ESPORTSTMNT01:1892042","200"
"ESPORTSTMNT01:2139164","200"
"ESPORTSTMNT01:1886731","200"
"ESPORTSTMNT01:1891359","200"
"ESPORTSTMNT01:1881639","100"
"ESPORTSTMNT01:1882223","200"
"ESPORTSTMNT01:1694118","100"
"ESPORTSTMNT01:1884674","200"
"ESPORTSTMNT01:1895789","100"
"ESPORTSTMNT01:2030674","200"
"ESPORTSTMNT01:2136300","100"
"ESPORTSTMNT01:2138071","200"
"ESPORTSTMNT01:1883343","200"
"ESPORTSTMNT01:2142375","100"
"ESPORTSTMNT01:1896198","100"
"ESPORTSTMNT01:1896602","200"
"ESPORTSTMNT01:2132130","200"
"ESPORTSTMNT01:1895736","200"
"ESPORTSTMNT01:1120722","200"
"ESPORTSTMNT01:1896574","100"
"ESPORTSTMNT01:1885454","100"
"ESPORTSTMNT01:1414822","100"
"ESPORTSTMNT01:1731702","100"
"ESPORTSTMNT01:2134677","200"
"ESPORTSTMNT01:1163126","200"
"ESPORTSTMNT01:2137369","100"
"ESPORTSTMNT01:1325870","200"
"ESPORTSTMNT01:1886833","100"
"ESPORTSTMNT01:2130799","100"
"ESPORTSTMNT01:2135279","100"
"ESPORTSTMNT01:2136679","100"
"ESPORTSTMNT01:2135159","100"
"ESPORTSTMNT01:1896245","200"
"ESPORTSTMNT01:1721617","200"
"ESPORTSTMNT01:2030243","200"
"ESPORTSTMNT01:1881264","100"
"ESPORTSTMNT01:1895048","200"
"ESPORTSTMNT01:1895911","200"
"ESPORTSTMNT01:1882249","100"
"ESPORTSTMNT01:2144356","200"
"ESPORTSTMNT01:1156507","100"
"ESPORTSTMNT01:1895749","100"
"ESPORTSTMNT01:1885490","100"
"ESPORTSTMNT01:2145454","200"
"ESPORTSTMNT01:1895937","200"
"ESPORTSTMNT01:2132258","100"
"ESPORTSTMNT01:1895923","200"
"ESPORTSTMNT01:1885372","100"
"ESPORTSTMNT01:1885505","100"
"ESPORTSTMNT01:1294174","200"
"ESPORTSTMNT01:1895503","200"
"ESPORTSTMNT01:1682972","100"
"ESPORTSTMNT01:2132136","100"
"ESPORTSTMNT01:1894591","100"
"ESPORTSTMNT01:1722547","100"
"ESPORTSTMNT01:2135190","100"
"ESPORTSTMNT01:2030816","100"
"ESPORTSTMNT01:2131217","100"
"ESPORTSTMNT01:1880759","200"
"ESPORTSTMNT01:1896201","100"
"ESPORTSTMNT01:2148829","100"
"ESPORTSTMNT01:2136734","200"
"ESPORTSTMNT01:2133509","200"
"ESPORTSTMNT01:1891069","200"
"ESPORTSTMNT01:1891386","100"
"ESPORTSTMNT01:2149614","100"
"ESPORTSTMNT01:2030376","200"
"ESPORTSTMNT01:1721420","100"
"ESPORTSTMNT01:1882852","200"
"ESPORTSTMNT01:2144584","200"
"ESPORTSTMNT01:2138159","100"
"ESPORTSTMNT01:2148861","100"
"ESPORTSTMNT01:2030256","200"
"ESPORTSTMNT01:2139489","100"
