"platformgameid","teamid","side","shutdownbounty"
"ESPORTSTMNT05:3239484","103935468920814040","200","0"
"ESPORTSTMNT03:2657588","106302593752767294","100","650"
"ESPORTSTMNT01:2697897","105550001032913831","100",
"ESPORTSTMNT03:3089855","107581212180071788","200","350"
"ESPORTSTMNT02:3169648","109674814051390025","200","550"
"ESPORTSTMNT03:1824227","101383792559569368","200",
"ESPORTSTMNT02:3142423","107456352597333899","200","950"
"ESPORTSTMNT05:2760343","103535282146169523","200","0"
"ESPORTSTMNT03:3122287","105521637552587612","100","0"
"ESPORTSTMNT02:2076550","101383792559569368","200",
"ESPORTSTMNT04:2431271","105550036134585264","200","150"
"ESPORTSTMNT05:1510602","103495716886587312","100",
"ESPORTSTMNT04:2330069","105514967858969605","100","400"
"ESPORTSTMNT01:2965487","107581755241449104","200","0"
"ESPORTSTMNT04:2689275","107597875833524424","200","600"
"ESPORTSTMNT02:2660650","98926509892121852","100","700"
"ESPORTSTMNT03:2783446","105559480124455983","100","250"
"ESPORTSTMNT03:3099366","105536738266035235","200","700"
"ESPORTSTMNT03:3121204","109671413728531527","200","350"
"ESPORTSTMNT03:1404931","99294153824386385","200",
"ESPORTSTMNT01:3394584","109783149221216052","200","350"
"ESPORTSTMNT06:2542243","105520819263036609","200","1200"
"ESPORTSTMNT03:2569663","107598683861013570","200","600"
"ESPORTSTMNT02:2788476","101383792559569368","100","100"
"ESPORTSTMNT05:2940846","105520796734358045","200","1000"
"ESPORTSTMNT02:1650084","105520786527322647","200",
"ESPORTSTMNT06:2774880","98767991866488695","100","550"
"ESPORTSTMNT04:2691904","107416483509696259","200","1500"
"ESPORTSTMNT02:3207841","99566408356697119","100","0"
"ESPORTSTMNT03:3187069","107582641798795198","100","700"
"ESPORTSTMNT06:2210945","106371141659311452","200","250"
"ESPORTSTMNT04:2685885","102235771678061291","200","0"
"ESPORTSTMNT02:1936533","105536738266035235","200",
"ESPORTSTMNT03:2092618","99566406493155041","100",
"ESPORTSTMNT03:3134337","102141671183409133","200","50"
"ESPORTSTMNT06:1860487","104251016988118464","100",
"ESPORTSTMNT06:2470582","101383793574360315","200","500"
"ESPORTSTMNT01:1882335","105536738266035235","200",
"ESPORTSTMNT01:1881279","98926509885559666","200",
"ESPORTSTMNT05:3223027","109800832177252614","100","200"
"ESPORTSTMNT06:1730986","103461966965149786","200",
"ESPORTSTMNT03:3189341","107581689894520368","100","900"
"ESPORTSTMNT01:3308816","99294153824386385","200","0"
"ESPORTSTMNT06:2531209","104251016988118464","200","1150"
"ESPORTSTMNT04:1800234","105514907449611976","100",
"ESPORTSTMNT01:2691507","99566404585387054","100",
"ESPORTSTMNT02:2789626","107575082591536093","200","550"
"LPL_B:326506","99566404853058754","100","50"
"ESPORTSTMNT03:2051444","99566405130451785","200",
"ESPORTSTMNT02:2789571","105593213115128994","200","300"
"ESPORTSTMNT04:2672248","107179740624168899","100","950"
"ESPORTSTMNT03:3178436","105536918475957734","200","0"
"ESPORTSTMNT01:3296298","99566405129589291","100","0"
"ESPORTSTMNT03:3134246","109783023470714128","100","1200"
"ESPORTSTMNT02:2912550","107467794614674479","200","600"
"ESPORTSTMNT03:2543554","107423086908356081","200","700"
"ESPORTSTMNT04:1520505","101383793567806688","100",
"ESPORTSTMNT01:1313856","101383792891050518","100",
"ESPORTSTMNT02:3220669","105550054006182911","200","250"
"ESPORTSTMNT04:2090748","105553729458550723","100",
"ESPORTSTMNT04:2687160","101383793572656373","200","1400"
"ESPORTSTMNT02:2912483","106382545123328648","200","1000"
"ESPORTSTMNT02:1381924","99566406332987990","100",
"ESPORTSTMNT04:2090752","107597870621708485","200",
"ESPORTSTMNT01:2690210","105550036134585264","100",
"ESPORTSTMNT05:3060711","102787200126663579","100","300"
"ESPORTSTMNT05:2521082","107581287168722290","100",
"ESPORTSTMNT03:2547442","107760667929003738","100","150"
"ESPORTSTMNT01:2916297","107581212180071788","100","1650"
"ESPORTSTMNT03:3103038","99566404581868574","100","150"
"ESPORTSTMNT01:3333488","103461966981927044","200","150"
"ESPORTSTMNT03:3168300","102747101565183056","100","300"
"ESPORTSTMNT03:1101852","99566405129589291","100",
"ESPORTSTMNT03:1442692","99566406338282437","200",
"ESPORTSTMNT02:1733971","100205573496804586","100",
"ESPORTSTMNT03:3127032","101428372607057464","200","250"
"ESPORTSTMNT01:3083725","101428372598668846","100","50"
"ESPORTSTMNT01:3376001","102787200126663579","200","650"
"ESPORTSTMNT05:3090402","102787200129022886","200","0"
"ESPORTSTMNT01:2983210","107456419134134246","100","350"
"ESPORTSTMNT01:2707715","107467834753797729","100",
"ESPORTSTMNT02:3043753","98767991892579754","100","50"
"ESPORTSTMNT02:3217940","106269859169658575","200","200"
"ESPORTSTMNT02:1111628","99566405129589291","100",
"ESPORTSTMNT02:1937333","98767991877340524","200",
"ESPORTSTMNT02:2884884","101428372605353526","100","150"
"ESPORTSTMNT03:2886215","106827827857159558","200","150"
"ESPORTSTMNT04:2691699","107416483509696259","200","500"
"ESPORTSTMNT04:1120150","98767991926151025","200",
"ESPORTSTMNT03:1125401","99566405127798575","100",
"ESPORTSTMNT05:1981374","105536643047197642","100",
"ESPORTSTMNT06:1180325","102787200149928963","200",
"ESPORTSTMNT02:1084073","99566404585387054","200",
"ESPORTSTMNT04:2693144","105520786527322647","100","0"
"ESPORTSTMNT06:2542366","105521408363571548","200","500"
"ESPORTSTMNT05:2750367","103535282158162659","100","0"
"ESPORTSTMNT06:2818761","107179740624168899","100","0"
"ESPORTSTMNT03:2590205","107700211633200412","100","450"
"ESPORTSTMNT06:2420060","103535282148790975","100","200"
"ESPORTSTMNT03:1530972","99566406334639907","100",
"ESPORTSTMNT02:2840177","107416483509696259","200","200"
"ESPORTSTMNT03:3133219","109981647134921596","200","550"
"ESPORTSTMNT04:1140167","99566406064558732","100",
"ESPORTSTMNT03:2567958","103877625775457850","100","600"
"ESPORTSTMNT04:2270056","103877675241047720","100","1700"
"LPL_B:328399","99566404848691211","100","700"
"ESPORTSTMNT03:2052057","104202382255290736","100",
"ESPORTSTMNT03:2652036","103461966981927044","200","700"
"ESPORTSTMNT04:1140119","99566406065437842","100",
"ESPORTSTMNT01:1683727","103877625775457850","100",
"ESPORTSTMNT02:3047499","100725845018863243","200","650"
"ESPORTSTMNT04:2686476","105536643047197642","200","550"
"ESPORTSTMNT03:1100950","102141671185047537","100",
"ESPORTSTMNT03:3197378","105550001032913831","200","200"
"ESPORTSTMNT04:2471896","105550054006182911","100","1400"
"ESPORTSTMNT03:2896130","107700211633200412","100","50"
"ESPORTSTMNT02:3168446","105549993449477104","100","950"
"ESPORTSTMNT01:2040430","105521637552587612","100",
"ESPORTSTMNT03:2075305","106269804045322803","100",
"ESPORTSTMNT04:2210354","107582638341246907","200","300"
"ESPORTSTMNT03:3180550","105550047979361273","200","250"
"ESPORTSTMNT05:3221089","102787200149928963","100","100"
"ESPORTSTMNT03:1824366","99566408222831088","100",
"ESPORTSTMNT01:2691515","100205573495116443","100",
"ESPORTSTMNT03:3089605","105550051809743868","200","300"
"ESPORTSTMNT01:2744626","107582181197106556","200","1100"
"ESPORTSTMNT03:1442035","100725845018863243","100",
"ESPORTSTMNT03:2000349","105559480124455983","200",
"ESPORTSTMNT03:3167593","100725845018863243","200","350"
"ESPORTSTMNT04:1280151","103877589042434434","100",
"ESPORTSTMNT06:1230041","103877675241047720","100",
"ESPORTSTMNT01:1886654","105549997263803379","200",
"ESPORTSTMNT02:2789858","108361545122797332","200","100"
"ESPORTSTMNT03:1761960","105550051809743868","100",
"ESPORTSTMNT06:2773559","107603544245460197","200","650"
"ESPORTSTMNT03:1994717","98767991853197861","100",
"ESPORTSTMNT02:2072300","98767991930907107","200",
"ESPORTSTMNT05:3222286","105553606349477427","200","700"
"ESPORTSTMNT01:1292354","98767991860392497","100",
"ESPORTSTMNT03:3118891","99566405126602853","100","600"
"ESPORTSTMNT01:1885092","105505619546859895","100",
"ESPORTSTMNT05:2520135","107416342401528388","200",
"ESPORTSTMNT01:2030272","105537408539332006","200",
"ESPORTSTMNT04:980198","99322214689444546","100",
"ESPORTSTMNT06:2817486","109523293035238887","200","850"
"ESPORTSTMNT05:1210488","99322214695067838","200",
"ESPORTSTMNT04:2471133","105537947396116202","100","50"
"ESPORTSTMNT01:1432410","99566408217116828","200",
"ESPORTSTMNT03:2007489","100725845022060229","100",
"ESPORTSTMNT03:1760404","98767991866488695","200",
"ESPORTSTMNT01:1891888","105521293297166647","100",
"ESPORTSTMNT03:2920069","101428372607057464","100","700"
"ESPORTSTMNT06:2768330","103877675241047720","100","1550"
"ESPORTSTMNT01:2133471","106421708401759879","200",
"ESPORTSTMNT04:2692227","109642680932009857","200","2000"
"ESPORTSTMNT02:2786703","107599144012469862","100","1300"
"ESPORTSTMNT02:3149952","105505619546859895","100","300"
"ESPORTSTMNT01:2694273","107581300297680248","200",
"ESPORTSTMNT03:2549870","105550033967461806","200","1550"
"ESPORTSTMNT03:3100979","109699038581250169","100","150"
"LPL_A:334958","99566404855553726","100","1000"
"ESPORTSTMNT04:2451805","105397404796640412","100","900"
"ESPORTSTMNT06:2820647","109642680932009857","100","350"
"ESPORTSTMNT06:2823408","98767991926151025","200","750"
"ESPORTSTMNT01:2210452","100725845022060229","100",
"ESPORTSTMNT02:1092208","100285330169036485","100",
"ESPORTSTMNT03:2130416","104367068120825486","200",
"ESPORTSTMNT04:2685225","105515219038427019","100","50"
"ESPORTSTMNT06:1050871","101422616509070746","200",
"ESPORTSTMNT03:2799551","107581206998502078","100","0"
"ESPORTSTMNT01:2131833","99566405126602853","200",
"ESPORTSTMNT03:2788197","107581738783262346","100","450"
"ESPORTSTMNT02:1721838","98926509885559666","200",
"ESPORTSTMNT02:3144441","105594135137147298","100","550"
"ESPORTSTMNT02:1333684","100725845018863243","100",
"ESPORTSTMNT03:3119126","107760667929003738","100","50"
"ESPORTSTMNT06:2823229","103935468920814040","100","600"
"ESPORTSTMNT02:2810474","106857734387052095","100","1250"
"ESPORTSTMNT01:3080911","102141671183409133","200","800"
"ESPORTSTMNT06:1230042","103935523328473675","200",
"ESPORTSTMNT03:2780091","99566405126602853","100","150"
"ESPORTSTMNT05:2951259","107416342401528388","100","400"
"ESPORTSTMNT02:2779436","102141671183409133","200","450"
"ESPORTSTMNT01:3312693","109671201259007744","200","500"
"ESPORTSTMNT03:2547358","100725845018863243","100","150"
"ESPORTSTMNT02:1281594","101383792559569368","200",
"ESPORTSTMNT03:3087286","107598878262940546","100","200"
"ESPORTSTMNT01:2872666","98926509885559666","200","750"
"ESPORTSTMNT01:3414502","105550026570060790","100","150"
"ESPORTSTMNT02:3214136","99566404581868574","200","300"
"ESPORTSTMNT02:3161830","107582157086477662","100","800"
"ESPORTSTMNT04:1250450","99322214689444546","100",
"ESPORTSTMNT01:1732046","105520826536746180","200",
"ESPORTSTMNT01:1156633","99566408562477641","100",
"ESPORTSTMNT06:1880170","99322214689444546","100",
"ESPORTSTMNT01:3301369","109783170393931575","100","600"
"ESPORTSTMNT04:2690331","107467834753797729","100","0"
"ESPORTSTMNT05:2530361","102235771678061291","200",
"ESPORTSTMNT01:3317675","103878020539746273","100","1600"
"ESPORTSTMNT03:2103899","98767991930907107","200",
"ESPORTSTMNT03:3176207","109671413728531527","100","50"
"ESPORTSTMNT02:1696720","103935642731826448","200",
"ESPORTSTMNT01:1142216","98767991916844003","200",
"ESPORTSTMNT01:3327449","99566405130451785","100","950"
"ESPORTSTMNT04:1490245","105521637552587612","200",
"ESPORTSTMNT01:3096741","107700199633958891","100","50"
"ESPORTSTMNT04:1140077","103535282138043022","100",
"ESPORTSTMNT02:2974291","99566406332987990","100","200"
"ESPORTSTMNT04:2693217","105520796734358045","100","700"
"ESPORTSTMNT01:3307870","107582157086477662","100","0"
"ESPORTSTMNT04:2656253","105553606349477427","100","800"
"ESPORTSTMNT03:2051726","106421708401759879","100",
"ESPORTSTMNT01:3296300","108361552741927561","200","0"
"ESPORTSTMNT02:1296174","99566404581868574","200",
"ESPORTSTMNT02:2572311","98767991926151025","200",
"ESPORTSTMNT03:3087799","105550051809743868","200","950"
"ESPORTSTMNT03:2007359","105521706535388095","200",
"ESPORTSTMNT03:2886408","107416483509696259","100","600"
"ESPORTSTMNT05:2070585","105709099258505657","100",
"ESPORTSTMNT03:3098830","109695924147263860","100","250"
"ESPORTSTMNT04:2663408","105553606349477427","200","100"
"ESPORTSTMNT02:1960007","105594101461473671","200",
"ESPORTSTMNT02:1960092","99566404585387054","200",
"ESPORTSTMNT06:2768899","101383793567806688","100","450"
"ESPORTSTMNT01:3366944","105550059790656435","200","450"
"ESPORTSTMNT01:2250701","106827839261303409","200",
"ESPORTSTMNT03:1993453","105594101461473671","100",
"ESPORTSTMNT03:3098275","100205573496804586","100","50"
"ESPORTSTMNT03:2561454","99566405128626825","100","1200"
"ESPORTSTMNT01:3295098","99566405130451785","100","0"
"ESPORTSTMNT03:2566452","107582638341246907","200","150"
"ESPORTSTMNT03:2799071","107581738783262346","100","650"
"ESPORTSTMNT05:2580352","103495716886587312","200","150"
"LPL_A:335285","99566404853058754","200","750"
"ESPORTSTMNT02:1294879","98926509885559666","200",
"ESPORTSTMNT06:2818349","107456352597333899","200","250"
"ESPORTSTMNT01:2744234","101428372607057464","100","550"
"ESPORTSTMNT03:2890552","99566405127798575","100","0"
"ESPORTSTMNT06:2211076","102787200151698443","200","50"
"ESPORTSTMNT06:2819877","107597870621708485","200","650"
"ESPORTSTMNT03:2003195","105521412995449549","200",
"ESPORTSTMNT01:2148923","105594135137147298","100",
"ESPORTSTMNT06:1830871","101383793572656373","100",
"ESPORTSTMNT03:1442092","99566408222831088","100",
"ESPORTSTMNT03:1413000","99566404585387054","100",
"ESPORTSTMNT01:2706674","107574959289974368","100",
"ESPORTSTMNT03:1766997","105536980594429116","200",
"ESPORTSTMNT04:2410250","103535282138043022","100","200"
"ESPORTSTMNT01:1161958","100725845022060229","200",
"ESPORTSTMNT06:2290590","105504044166670507","200","500"
"ESPORTSTMNT01:3385628","104710678170825211","200","850"
"ESPORTSTMNT01:3336473","107582618156093368","200","700"
"ESPORTSTMNT03:2796937","98926509892121852","200","1150"
"ESPORTSTMNT06:2260078","103535282138043022","200","1500"
"ESPORTSTMNT03:2546587","107598878262940546","200","1950"
"ESPORTSTMNT03:3090031","108121051709036068","200","1350"
"ESPORTSTMNT02:2576641","101383792891050518","100",
"ESPORTSTMNT02:1411993","98767991930907107","200",
"ESPORTSTMNT02:1933304","99566408217116828","200",
"ESPORTSTMNT03:2549622","105550051809743868","100","2200"
"ESPORTSTMNT02:3211294","106857734387052095","200","600"
"ESPORTSTMNT02:1210423","103240746425727619","100",
"ESPORTSTMNT01:3387856","110534732558665825","100","550"
"ESPORTSTMNT03:2890598","99566405129589291","100","1500"
"ESPORTSTMNT03:3190620","105549993449477104","200","850"
"ESPORTSTMNT06:2773166","109800832177252614","100","900"
"ESPORTSTMNT03:1433058","100205573495116443","100",
"ESPORTSTMNT03:2548943","105536918475957734","100","850"
"ESPORTSTMNT02:2071607","105543843212923183","100",
"ESPORTSTMNT02:2558464","105505619546859895","200",
"ESPORTSTMNT04:2670262","102787200136756173","100","1100"
"ESPORTSTMNT03:1142556","99871276356460471","100",
"ESPORTSTMNT02:1970285","105505619546859895","200",
"ESPORTSTMNT06:2290130","99566406069969565","100","50"
"ESPORTSTMNT01:3411054","107251374793416561","200","700"
"ESPORTSTMNT04:2210296","105515345386578249","200","0"
"ESPORTSTMNT05:1440732","98767991926151025","200",
"ESPORTSTMNT01:3416198","103535282119620510","200","600"
"ESPORTSTMNT01:3378516","98926509883054987","200","1300"
"ESPORTSTMNT03:3200222","101428372607057464","100","0"
"ESPORTSTMNT04:2472071","100205576309502431","200","650"
"ESPORTSTMNT03:1962243","99566405126602853","200",
"ESPORTSTMNT03:3185887","109749493607708438","200","350"
"ESPORTSTMNT03:3195765","109696126554266494","100","700"
"ESPORTSTMNT03:1991117","103535282119620510","200",
"ESPORTSTMNT01:3384670","106827848618374543","200","400"
"ESPORTSTMNT06:2817751","109539873500788632","100","300"
"ESPORTSTMNT01:2965025","107599156601411192","100","2250"
"ESPORTSTMNT03:2580333","100725845022060229","100","1700"
"ESPORTSTMNT03:3124504","105550059790656435","100","150"
"ESPORTSTMNT03:3090607","109669678317817381","200","400"
"ESPORTSTMNT02:3209854","107598878262940546","200","1150"
"ESPORTSTMNT01:3408848","99566408219409348","200","0"
"ESPORTSTMNT04:1800775","105553729458550723","100",
"ESPORTSTMNT03:2541812","99566405127798575","200","1850"
"ESPORTSTMNT02:2073205","98926509885559666","100",
"ESPORTSTMNT03:2796233","103461966975897718","100","650"
"ESPORTSTMNT05:1440644","101383793569248484","200",
"ESPORTSTMNT04:1530554","99566406066182955","100",
"ESPORTSTMNT01:2139212","100725845022060229","200",
"ESPORTSTMNT03:2546549","99566405124618295","100","150"
"ESPORTSTMNT06:2531980","105521402545275594","100","1050"
"ESPORTSTMNT05:1200114","100205573495116443","100",
"ESPORTSTMNT02:1286938","99566404579461230","200",
"ESPORTSTMNT03:2546210","100725845022060229","100","50"
"ESPORTSTMNT06:2531384","101383793572656373","200","250"
"ESPORTSTMNT04:2687338","107565477822627354","200","0"
"ESPORTSTMNT03:1442164","100205573496804586","200",
"ESPORTSTMNT06:2470291","107597875833524424","100","700"
"ESPORTSTMNT01:1885630","105550049871017396","100",
"ESPORTSTMNT04:1240393","103535282138043022","200",
"ESPORTSTMNT03:1440879","103461966971048042","200",
"ESPORTSTMNT06:1881293","98767991866488695","100",
"LPL_A:334984","99566404853058754","100","100"
"ESPORTSTMNT06:1550214","105536773074826367","100",
"ESPORTSTMNT02:3043302","100285330168091787","200","700"
"ESPORTSTMNT01:3319321","109783023470714128","100","250"
"ESPORTSTMNT02:2210062","103461966975897718","100",
"ESPORTSTMNT01:3312216","105397404796640412","200","900"
"ESPORTSTMNT04:1600272","103935446548920777","100",
"ESPORTSTMNT01:3096974","107700199633958891","100","800"
"ESPORTSTMNT01:2144241","105593129376630217","100",
"ESPORTSTMNT03:2092587","99566406493155041","100",
"ESPORTSTMNT01:2240464","99322214684939974","200",
"ESPORTSTMNT06:1510288","103535282143744679","100",
"ESPORTSTMNT06:2500054","105505619546859895","100","200"
"ESPORTSTMNT03:3118598","105550047979361273","100","500"
"ESPORTSTMNT04:2684326","105594135137147298","100","0"
"ESPORTSTMNT06:1061934","99566404848691211","200",
"ESPORTSTMNT02:2776938","107598780504331406","100","350"
"ESPORTSTMNT04:2679070","100205573495116443","200","50"
