"gametime","platformgameid","killerteamid"
"928059","ESPORTSTMNT02:2972029","100"
"842299","ESPORTSTMNT01:3338831","200"
"636442","ESPORTSTMNT02:3164616","200"
"200592","ESPORTSTMNT01:1141996","200"
"334388","ESPORTSTMNT01:1880777","200"
"325203","ESPORTSTMNT06:1300753","200"
"428814","ESPORTSTMNT03:1755554","200"
"324774","ESPORTSTMNT04:2667240","100"
"493147","ESPORTSTMNT05:1981374","100"
"347163","ESPORTSTMNT01:2772478","100"
"395407","ESPORTSTMNT03:2638435","100"
"695034","ESPORTSTMNT02:3215315","100"
"411194","ESPORTSTMNT02:1936296","200"
"326533","ESPORTSTMNT01:3383128","200"
"208672","ESPORTSTMNT03:3178405","200"
"460530","LPL_A:334808","200"
"415236","ESPORTSTMNT01:3010064","200"
"232569","ESPORTSTMNT01:3336492","100"
"223979","ESPORTSTMNT02:1104004","200"
"341316","ESPORTSTMNT03:2561045","200"
"396965","ESPORTSTMNT03:3193284","100"
"703048","ESPORTSTMNT04:2210310","100"
"224076","ESPORTSTMNT03:2882803","200"
"712464","ESPORTSTMNT05:1440699","200"
"569453","ESPORTSTMNT02:2960368","200"
"388519","ESPORTSTMNT03:2101699","200"
"37133","ESPORTSTMNT01:2696159","100"
"537178","ESPORTSTMNT02:2075334","100"
"171126","ESPORTSTMNT02:3217854","200"
"473408","ESPORTSTMNT03:2071191","100"
"311830","ESPORTSTMNT06:2773802","200"
"649077","ESPORTSTMNT01:3338531","100"
"235979","ESPORTSTMNT03:2564430","200"
"557011","ESPORTSTMNT01:1110336","200"
"179289","ESPORTSTMNT01:1293885","200"
"638542","ESPORTSTMNT02:2578055","100"
"242663","ESPORTSTMNT02:2075246","100"
"396744","ESPORTSTMNT03:3182152","100"
"394041","ESPORTSTMNT06:1170089","200"
"484447","ESPORTSTMNT05:2951988","100"
"214406","ESPORTSTMNT05:1520083","100"
"281657","ESPORTSTMNT03:3098669","100"
"53182","ESPORTSTMNT01:3385039","100"
"44857","ESPORTSTMNT03:2545944","200"
"564617","ESPORTSTMNT01:3385015","100"
"804880","ESPORTSTMNT01:2915325","200"
"542673","ESPORTSTMNT01:2770993","200"
"273763","ESPORTSTMNT01:2137714","200"
"325759","ESPORTSTMNT05:1390202","200"
"249411","ESPORTSTMNT03:3099488","100"
"222133","ESPORTSTMNT03:2051384","100"
"295548","ESPORTSTMNT06:1860084","100"
"191886","ESPORTSTMNT06:1880486","100"
"907589","ESPORTSTMNT03:3124504","200"
"1557800","ESPORTSTMNT02:3151357","100"
"244446","ESPORTSTMNT06:2531658","200"
"128746","ESPORTSTMNT05:3219551","100"
"355383","ESPORTSTMNT03:1684186","100"
"241474","ESPORTSTMNT04:1880348","200"
"1083538","ESPORTSTMNT03:3122530","200"
"271796","ESPORTSTMNT02:2776979","200"
"188752","ESPORTSTMNT03:3126434","200"
"172952","ESPORTSTMNT01:3330815","200"
"514108","ESPORTSTMNT02:2061779","100"
"232224","ESPORTSTMNT04:2470113","200"
"188631","ESPORTSTMNT01:3388776","200"
"164516","ESPORTSTMNT05:2060777","100"
"446730","ESPORTSTMNT01:1434814","200"
"188385","ESPORTSTMNT01:2148437","200"
"710372","ESPORTSTMNT04:2691896","100"
"474454","ESPORTSTMNT06:1070986","200"
"582120","ESPORTSTMNT03:2795238","100"
"445229","ESPORTSTMNT01:3336831","200"
"195293","ESPORTSTMNT03:2569119","100"
"207913","ESPORTSTMNT03:1092122","100"
"184709","ESPORTSTMNT03:1812714","200"
"664103","ESPORTSTMNT01:2030426","100"
"166206","ESPORTSTMNT03:2631264","100"
"231836","ESPORTSTMNT03:3131763","200"
"454371","ESPORTSTMNT02:1731033","100"
"1125819","ESPORTSTMNT02:2776729","100"
"242692","ESPORTSTMNT06:2823329","200"
"241549","ESPORTSTMNT01:2984682","100"
"189668","ESPORTSTMNT01:2145232","100"
"669404","ESPORTSTMNT03:2884478","200"
"230079","ESPORTSTMNT03:2799499","200"
"385373","ESPORTSTMNT03:2788109","200"
"620814","ESPORTSTMNT01:2200203","200"
"236185","ESPORTSTMNT04:2471115","200"
"544946","ESPORTSTMNT01:2783418","200"
"760869","ESPORTSTMNT03:1995133","200"
"500934","ESPORTSTMNT03:1951480","200"
"179773","ESPORTSTMNT01:3302674","200"
"476294","ESPORTSTMNT04:2240502","200"
"193479","ESPORTSTMNT01:3376495","100"
"308698","ESPORTSTMNT05:2530959","200"
"697883","ESPORTSTMNT06:2821255","200"
"728905","ESPORTSTMNT01:3330266","100"
"206736","ESPORTSTMNT06:2260691","200"
"533372","ESPORTSTMNT01:3321681","100"
"300414","ESPORTSTMNT03:2634166","100"
"550317","ESPORTSTMNT02:3144139","200"
"271696","ESPORTSTMNT02:1092339","100"
"152319","ESPORTSTMNT06:2532217","100"
"517006","ESPORTSTMNT03:2547435","100"
"421281","ESPORTSTMNT05:3217236","200"
"212441","ESPORTSTMNT05:2980213","100"
"328355","ESPORTSTMNT04:2683955","200"
"249203","ESPORTSTMNT01:1401600","200"
"303981","ESPORTSTMNT03:3129600","100"
"661824","ESPORTSTMNT04:1491166","200"
"380099","ESPORTSTMNT06:1210135","200"
"431075","ESPORTSTMNT02:2575048","100"
"296127","ESPORTSTMNT02:1736266","200"
"388409","ESPORTSTMNT04:2170528","200"
"269535","ESPORTSTMNT02:2912708","100"
"424798","ESPORTSTMNT04:1520210","100"
"239332","ESPORTSTMNT05:2520103","100"
"181644","ESPORTSTMNT03:3169174","100"
"413255","ESPORTSTMNT01:2904387","200"
"423929","ESPORTSTMNT02:3059758","100"
"410170","ESPORTSTMNT04:1230448","200"
"135088","ESPORTSTMNT04:1810756","200"
"179447","ESPORTSTMNT02:3187947","100"
"630771","ESPORTSTMNT02:3163849","100"
"208408","ESPORTSTMNT02:2553876","200"
"429210","ESPORTSTMNT02:2650497","100"
"390577","ESPORTSTMNT02:2077753","100"
"400668","ESPORTSTMNT02:3191559","100"
"379276","ESPORTSTMNT04:2685375","200"
"356986","ESPORTSTMNT01:2983802","200"
"326124","ESPORTSTMNT02:2671490","100"
"521637","ESPORTSTMNT03:1815006","100"
"370657","ESPORTSTMNT06:1730628","100"
"448092","ESPORTSTMNT03:3191775","200"
"176649","ESPORTSTMNT02:3158050","200"
"270331","ESPORTSTMNT01:1144560","200"
"316531","ESPORTSTMNT02:1386267","200"
"354148","ESPORTSTMNT03:1673736","100"
"467962","ESPORTSTMNT02:2810095","200"
"212879","ESPORTSTMNT04:2667111","200"
"366101","ESPORTSTMNT06:2773701","100"
"236982","ESPORTSTMNT03:2546071","100"
"718932","ESPORTSTMNT04:1230415","100"
"358331","ESPORTSTMNT03:2101640","200"
"499935","ESPORTSTMNT01:3413649","200"
"445126","ESPORTSTMNT02:1735068","100"
"399752","LPL_A:343579","100"
"420024","ESPORTSTMNT02:2557198","200"
"880780","ESPORTSTMNT01:3321689","200"
"402168","ESPORTSTMNT02:3155509","100"
"553246","ESPORTSTMNT03:2541495","200"
"342678","ESPORTSTMNT03:2544411","100"
"446934","ESPORTSTMNT03:2712881","100"
"82560","ESPORTSTMNT02:3210486","200"
"805698","ESPORTSTMNT03:1114848","100"
"226495","ESPORTSTMNT03:2549616","200"
"921511","ESPORTSTMNT02:1936479","100"
"1246770","ESPORTSTMNT02:2771183","200"
"216198","ESPORTSTMNT02:3164910","100"
"659329","ESPORTSTMNT02:3163537","200"
"826178","ESPORTSTMNT02:3154012","100"
"404053","ESPORTSTMNT02:2575943","200"
"426104","ESPORTSTMNT01:3322691","100"
"591742","ESPORTSTMNT03:1133017","200"
"317928","ESPORTSTMNT02:1938585","200"
"160955","ESPORTSTMNT02:3219828","100"
"305936","ESPORTSTMNT04:2679033","100"
"323730","ESPORTSTMNT01:2744027","100"
"266460","ESPORTSTMNT02:3152181","100"
"113003","ESPORTSTMNT03:3091513","200"
"556426","ESPORTSTMNT01:3317251","200"
"688041","ESPORTSTMNT06:2541797","100"
"395985","ESPORTSTMNT03:2631241","200"
"416246","ESPORTSTMNT05:1820337","200"
"210706","ESPORTSTMNT04:1180108","200"
"420588","ESPORTSTMNT04:1220728","200"
"188607","ESPORTSTMNT05:3222077","100"
"712761","ESPORTSTMNT03:3141704","100"
"395197","ESPORTSTMNT01:3300727","100"
"170300","ESPORTSTMNT03:1121596","300"
"395621","ESPORTSTMNT01:3330889","200"
"319111","ESPORTSTMNT03:1673833","100"
"921535","ESPORTSTMNT02:3142286","100"
"811832","ESPORTSTMNT01:1436576","200"
"759995","ESPORTSTMNT02:2067407","200"
"373318","ESPORTSTMNT02:2662336","100"
"864657","ESPORTSTMNT03:2637220","200"
"1097856","ESPORTSTMNT01:3375747","200"
"1024773","ESPORTSTMNT02:1722049","200"
"250096","ESPORTSTMNT02:2911851","100"
"442137","ESPORTSTMNT05:3217559","200"
"582155","ESPORTSTMNT02:2830586","200"
"258470","ESPORTSTMNT02:1735103","100"
"1165864","ESPORTSTMNT02:1384446","200"
"380454","ESPORTSTMNT02:1936666","200"
"538526","ESPORTSTMNT02:3210045","100"
"651864","ESPORTSTMNT02:1683186","100"
"268525","ESPORTSTMNT02:2556852","100"
"298720","ESPORTSTMNT03:3091672","200"
"185193","ESPORTSTMNT01:2983296","200"
"176487","ESPORTSTMNT05:2670506","100"
"557375","LPL_A:343936","200"
"245086","ESPORTSTMNT03:3200532","100"
"197432","ESPORTSTMNT05:2520105","100"
"357583","ESPORTSTMNT02:3169543","100"
"526017","ESPORTSTMNT03:2075061","100"
"177621","ESPORTSTMNT04:1320019","200"
"191896","ESPORTSTMNT03:3119484","100"
"299665","ESPORTSTMNT01:2133736","100"
"279495","ESPORTSTMNT01:2140935","100"
"307462","ESPORTSTMNT04:2687518","200"
"473575","ESPORTSTMNT02:2558398","200"
"409407","ESPORTSTMNT04:2450302","100"
"382316","ESPORTSTMNT01:3415713","100"
"571378","ESPORTSTMNT01:3415614","200"
"232035","ESPORTSTMNT03:3103190","200"
"665668","ESPORTSTMNT06:2769699","200"
"1021777","ESPORTSTMNT02:1281318","100"
"731663","ESPORTSTMNT01:2146734","200"
"183964","ESPORTSTMNT03:2656174","200"
"393770","ESPORTSTMNT05:1831336","200"
"1208502","ESPORTSTMNT02:2662701","100"
"546607","ESPORTSTMNT01:3311848","200"
"309655","ESPORTSTMNT02:1113882","200"
"405238","ESPORTSTMNT01:3370369","100"
"520771","ESPORTSTMNT04:2451582","200"
"152674","ESPORTSTMNT06:2210576","200"
"236090","ESPORTSTMNT03:2130196","200"
"267850","ESPORTSTMNT03:3125299","100"
"389991","ESPORTSTMNT05:2750332","100"
"714855","ESPORTSTMNT01:2133534","200"
"827722","ESPORTSTMNT04:2471649","100"
"320440","ESPORTSTMNT03:1127898","100"
"337455","ESPORTSTMNT06:1071560","100"
"342630","ESPORTSTMNT05:2990765","100"
"411128","ESPORTSTMNT01:2772051","200"
"1324673","ESPORTSTMNT02:2912668","200"
"392022","ESPORTSTMNT02:2672782","200"
"187801","ESPORTSTMNT04:2210356","100"
"661348","ESPORTSTMNT02:2070552","100"
"352438","ESPORTSTMNT06:1020354","200"
"183044","ESPORTSTMNT06:1861062","100"
"1391901","ESPORTSTMNT03:2796237","200"
"538460","ESPORTSTMNT01:3311922","200"
"557206","ESPORTSTMNT02:3213767","100"
"375227","ESPORTSTMNT02:2777029","100"
"1534879","ESPORTSTMNT03:2785515","100"
"489687","ESPORTSTMNT06:1050040","100"
"112820","ESPORTSTMNT04:1490753","200"
"56894","LPL_A:343450","100"
"567016","ESPORTSTMNT03:1331220","200"
"256606","ESPORTSTMNT01:2872177","200"
"330426","ESPORTSTMNT06:2340436","100"
"395217","ESPORTSTMNT02:1732209","200"
"332660","ESPORTSTMNT03:2561440","100"
"659981","ESPORTSTMNT05:1400921","100"
"446575","ESPORTSTMNT01:2139514","200"
"637683","ESPORTSTMNT02:2810324","200"
"785296","ESPORTSTMNT03:2101680","200"
"479861","ESPORTSTMNT02:3164252","100"
"591080","ESPORTSTMNT01:3326924","200"
"403394","ESPORTSTMNT05:3090774","100"
"196572","ESPORTSTMNT02:2576552","100"
"1138310","ESPORTSTMNT05:2980216","100"
"743602","ESPORTSTMNT01:3407478","100"
"642443","ESPORTSTMNT04:2665158","200"
"793857","ESPORTSTMNT02:2073698","200"
"829872","ESPORTSTMNT03:1683744","100"
"319952","ESPORTSTMNT06:2823350","100"
"330886","ESPORTSTMNT06:2818325","100"
"268571","ESPORTSTMNT01:3331817","200"
"224496","ESPORTSTMNT04:1570384","100"
"188217","ESPORTSTMNT02:2974306","100"
"745260","ESPORTSTMNT03:1752298","200"
"827535","ESPORTSTMNT03:1432061","100"
"252117","ESPORTSTMNT06:1840839","200"
"114162","ESPORTSTMNT01:3338908","200"
"542626","ESPORTSTMNT06:2530698","200"
"771600","ESPORTSTMNT01:1313641","100"
"387294","ESPORTSTMNT03:3178517","200"
"236159","ESPORTSTMNT02:2073413","200"
"544872","ESPORTSTMNT03:1320920","200"
"280493","ESPORTSTMNT03:1990348","200"
"271294","ESPORTSTMNT03:2092513","100"
"535130","ESPORTSTMNT01:2745263","200"
"187697","ESPORTSTMNT04:2220295","200"
"164220","ESPORTSTMNT02:2673855","100"
"262901","ESPORTSTMNT05:1400077","200"
"748774","ESPORTSTMNT03:3098978","100"
"606778","ESPORTSTMNT01:2771072","100"
"1691793","ESPORTSTMNT04:2472225","200"
"725951","ESPORTSTMNT04:2658244","100"
"215667","ESPORTSTMNT02:3218102","100"
"226829","ESPORTSTMNT02:2430737","200"
"421648","ESPORTSTMNT03:2894716","100"
"150006","ESPORTSTMNT06:2350476","100"
"120890","ESPORTSTMNT01:2698121","100"
"358570","ESPORTSTMNT03:2101656","200"
"761339","ESPORTSTMNT03:1761773","100"
"579154","ESPORTSTMNT03:2052160","100"
"477694","ESPORTSTMNT04:1230192","200"
"178603","ESPORTSTMNT03:1631206","200"
"157931","ESPORTSTMNT01:3304517","100"
"215799","ESPORTSTMNT06:1880153","200"
"390918","ESPORTSTMNT03:2093873","200"
"205260","ESPORTSTMNT06:2774854","100"
"271716","ESPORTSTMNT01:2781997","200"
"80920","ESPORTSTMNT04:2670266","100"
"655494","ESPORTSTMNT06:1041162","200"
"168516","LPL_A:343485","200"
"377010","ESPORTSTMNT02:3144385","200"
"200181","ESPORTSTMNT05:3060708","100"
"529590","ESPORTSTMNT02:2073755","100"
"364596","ESPORTSTMNT04:2220556","200"
"546177","ESPORTSTMNT04:2659018","100"
"1406962","ESPORTSTMNT05:2750147","200"
"1592001","ESPORTSTMNT03:1114604","200"
"752228","ESPORTSTMNT03:2885610","200"
"173364","ESPORTSTMNT02:3150959","100"
"414803","ESPORTSTMNT06:1190909","100"
"127643","ESPORTSTMNT06:2819289","200"
"903851","ESPORTSTMNT01:1131814","200"
"347387","ESPORTSTMNT02:3218404","200"
"221461","ESPORTSTMNT03:2785620","100"
"574803","ESPORTSTMNT04:2451521","200"
"174902","ESPORTSTMNT04:2140140","100"
"301419","ESPORTSTMNT06:1061221","200"
"389538","ESPORTSTMNT01:2782685","100"
"299821","ESPORTSTMNT01:3313816","100"
"1000712","ESPORTSTMNT02:1381638","200"
"220627","ESPORTSTMNT03:3129401","200"
"399536","ESPORTSTMNT06:2777051","200"
"327742","ESPORTSTMNT03:2892470","100"
"791672","ESPORTSTMNT06:1881515","100"
"208824","ESPORTSTMNT06:2542403","100"
"591158","ESPORTSTMNT01:2982823","200"
"190836","ESPORTSTMNT01:2701917","200"
"294870","ESPORTSTMNT02:3156036","100"
"1097836","ESPORTSTMNT05:2520930","200"
"388121","ESPORTSTMNT06:2530629","200"
"532469","ESPORTSTMNT02:2551428","100"
"272974","ESPORTSTMNT01:1896559","200"
"270679","ESPORTSTMNT06:1320473","100"
"161164","ESPORTSTMNT01:1693124","200"
"325103","ESPORTSTMNT03:2789229","100"
"529456","ESPORTSTMNT01:2250146","100"
"251187","ESPORTSTMNT02:2673849","100"
"554228","ESPORTSTMNT01:3406335","100"
"383916","ESPORTSTMNT03:1990173","100"
"162381","ESPORTSTMNT03:2930502","100"
"571515","ESPORTSTMNT03:2569643","200"
"252238","ESPORTSTMNT01:3315715","200"
"206545","ESPORTSTMNT04:1660199","100"
"243733","ESPORTSTMNT02:1081749","200"
"327016","ESPORTSTMNT03:3119932","200"
"998910","ESPORTSTMNT03:2071203","200"
"234603","ESPORTSTMNT02:1091379","100"
"356059","ESPORTSTMNT06:2820757","100"
"482594","ESPORTSTMNT01:1404282","200"
"297321","ESPORTSTMNT05:3220686","200"
"517710","ESPORTSTMNT01:3405215","200"
"99558","ESPORTSTMNT01:2904388","100"
"234067","ESPORTSTMNT01:2705859","200"
"634731","ESPORTSTMNT03:2569655","100"
"873740","ESPORTSTMNT02:2553224","200"
"1062565","ESPORTSTMNT02:3213109","100"
"249655","ESPORTSTMNT02:3222132","200"
"215653","ESPORTSTMNT01:2906288","100"
"379477","ESPORTSTMNT02:1086951","100"
"853659","ESPORTSTMNT03:1331462","200"
"255663","ESPORTSTMNT03:3131047","200"
"1595577","ESPORTSTMNT02:2820510","100"
"431894","ESPORTSTMNT03:2568522","100"
"247276","ESPORTSTMNT03:1994456","200"
"221447","ESPORTSTMNT03:2566389","100"
"314554","ESPORTSTMNT06:2767676","100"
"662253","ESPORTSTMNT01:3417385","200"
"269695","ESPORTSTMNT03:2071213","100"
"261624","ESPORTSTMNT05:3090471","200"
"283509","ESPORTSTMNT02:3211863","200"
"470629","ESPORTSTMNT03:2794729","100"
"187002","ESPORTSTMNT05:2953277","100"
"114460","ESPORTSTMNT05:2941456","100"
"638334","ESPORTSTMNT02:2911418","200"
"520629","ESPORTSTMNT04:2689216","100"
"205668","ESPORTSTMNT02:1760296","200"
"867626","ESPORTSTMNT01:2982376","200"
"325476","ESPORTSTMNT02:1726003","100"
"381344","ESPORTSTMNT05:2600088","200"
"709596","ESPORTSTMNT05:1520234","200"
"270527","ESPORTSTMNT01:2734377","200"
"1497308","ESPORTSTMNT03:3103053","200"
"384089","ESPORTSTMNT01:2695078","200"
"726433","ESPORTSTMNT06:1061881","200"
"348490","ESPORTSTMNT04:2685815","200"
"508567","ESPORTSTMNT02:2789820","200"
"235224","ESPORTSTMNT05:1831364","100"
"198844","ESPORTSTMNT02:2067557","100"
"881165","ESPORTSTMNT02:2673039","200"
"367632","ESPORTSTMNT02:3171267","200"
"208969","ESPORTSTMNT01:1415533","200"
"490042","ESPORTSTMNT01:3413271","200"
"383299","ESPORTSTMNT05:2990251","100"
"158756","ESPORTSTMNT05:3222495","100"
"383055","ESPORTSTMNT03:2637870","200"
"152649","ESPORTSTMNT03:3195276","100"
"122228","ESPORTSTMNT01:2691284","200"
"246321","ESPORTSTMNT03:3124374","100"
"854545","ESPORTSTMNT02:2072768","100"
"1341530","ESPORTSTMNT01:1306343","200"
"202731","ESPORTSTMNT03:2541465","100"
"539270","ESPORTSTMNT01:1721617","200"
"644840","ESPORTSTMNT05:2530727","200"
"337189","ESPORTSTMNT04:2674557","200"
"365673","ESPORTSTMNT01:1731670","100"
"557910","ESPORTSTMNT02:2075608","200"
"221434","ESPORTSTMNT04:990415","100"
"496150","ESPORTSTMNT03:1334705","100"
"827336","ESPORTSTMNT03:3125600","100"
"724369","ESPORTSTMNT05:2940485","100"
"579899","ESPORTSTMNT06:2767374","200"
"490805","ESPORTSTMNT05:1830696","100"
"342644","ESPORTSTMNT02:2575831","100"
"267373","ESPORTSTMNT01:1164869","200"
"144478","ESPORTSTMNT03:2655439","100"
"403164","ESPORTSTMNT02:2553948","100"
"244315","ESPORTSTMNT04:2690188","200"
"230993","ESPORTSTMNT03:3186242","100"
"519389","ESPORTSTMNT02:2884331","200"
"332176","ESPORTSTMNT02:2881557","200"
"206640","ESPORTSTMNT03:2102010","200"
"480559","ESPORTSTMNT01:2742960","100"
"461471","ESPORTSTMNT02:2558132","200"
"514758","ESPORTSTMNT04:2685141","100"
"288969","ESPORTSTMNT03:3196057","200"
"308458","ESPORTSTMNT06:2768703","200"
"522962","ESPORTSTMNT02:1735257","100"
"618074","ESPORTSTMNT02:1401606","200"
"263348","ESPORTSTMNT02:3160545","100"
"296392","ESPORTSTMNT03:1672441","100"
"741847","ESPORTSTMNT06:2773156","100"
"282517","ESPORTSTMNT03:3088450","100"
"531491","ESPORTSTMNT02:3140733","200"
"378582","ESPORTSTMNT01:3340322","200"
"201170","ESPORTSTMNT01:1305855","200"
"540384","ESPORTSTMNT04:2450468","100"
"532015","ESPORTSTMNT05:1860879","100"
"369504","ESPORTSTMNT02:1732182","200"
"1325165","ESPORTSTMNT05:1390213","100"
"331825","ESPORTSTMNT06:1061143","100"
"223846","ESPORTSTMNT05:1440693","200"
"392268","ESPORTSTMNT02:2577051","200"
"745027","ESPORTSTMNT02:2789973","100"
"124768","ESPORTSTMNT02:3162745","100"
"388933","ESPORTSTMNT01:2800267","200"
"260729","ESPORTSTMNT02:1294624","200"
"244457","ESPORTSTMNT01:3409839","100"
"293472","LPL_B:328304","100"
"243627","ESPORTSTMNT05:3217309","100"
"872567","ESPORTSTMNT01:2141874","200"
"404280","ESPORTSTMNT01:3340115","200"
"776345","ESPORTSTMNT02:2973087","200"
"295865","ESPORTSTMNT03:2075262","100"
"376202","ESPORTSTMNT03:1091175","100"
"266049","ESPORTSTMNT03:2713243","200"
"732148","ESPORTSTMNT01:3341010","200"
"871625","ESPORTSTMNT03:1531221","200"
"538063","ESPORTSTMNT03:1430869","200"
"1141227","ESPORTSTMNT03:2653635","200"
"245732","ESPORTSTMNT03:1092517","100"
"300313","ESPORTSTMNT06:1880392","200"
"343173","ESPORTSTMNT05:3219405","100"
"546446","ESPORTSTMNT03:3117062","200"
"217298","ESPORTSTMNT06:2190804","200"
"686873","ESPORTSTMNT01:1720608","100"
"243481","ESPORTSTMNT02:3170083","200"
"218132","ESPORTSTMNT01:2593113","100"
"278277","ESPORTSTMNT01:2966032","100"
"1312101","ESPORTSTMNT02:3219444","200"
"992581","ESPORTSTMNT05:2941998","100"
"427064","ESPORTSTMNT03:1812903","200"
"513239","ESPORTSTMNT04:2670369","100"
"220941","ESPORTSTMNT01:1325066","200"
"822018","ESPORTSTMNT03:1997014","100"
"320453","ESPORTSTMNT03:2631752","100"
"275493","ESPORTSTMNT03:2789920","100"
"320514","ESPORTSTMNT02:1735460","100"
"51579","ESPORTSTMNT02:1683040","100"
"512574","ESPORTSTMNT03:2782568","100"
"307564","ESPORTSTMNT06:1190697","200"
"676968","ESPORTSTMNT03:3167810","200"
"222752","ESPORTSTMNT06:1581141","100"
"327447","ESPORTSTMNT01:2142375","100"
"298673","ESPORTSTMNT05:2942027","200"
"185648","ESPORTSTMNT01:1892556","200"
"42795","LPL_A:332027","100"
"294499","ESPORTSTMNT01:2916140","200"
"846919","ESPORTSTMNT04:1130748","200"
"300348","ESPORTSTMNT03:2054808","200"
"602169","ESPORTSTMNT03:3194450","100"
"323028","ESPORTSTMNT01:2966183","200"
"647868","ESPORTSTMNT03:3184323","200"
"699056","ESPORTSTMNT01:2706472","200"
"359276","ESPORTSTMNT04:2684736","200"
"1029775","ESPORTSTMNT06:2821267","100"
"516526","ESPORTSTMNT02:1970285","100"
"438146","ESPORTSTMNT03:3098090","200"
"778019","LPL_A:331919","200"
"155625","ESPORTSTMNT05:1830462","100"
"490398","ESPORTSTMNT01:3369886","200"
"382744","ESPORTSTMNT02:3150429","100"
"426419","ESPORTSTMNT06:2815711","100"
"534052","ESPORTSTMNT01:2132221","100"
"1230251","ESPORTSTMNT01:1120997","100"
"181421","ESPORTSTMNT02:1292653","200"
"925253","ESPORTSTMNT01:2137473","100"
"221294","ESPORTSTMNT01:2772992","200"
"390424","ESPORTSTMNT02:1291892","100"
"953001","ESPORTSTMNT05:1821050","200"
"267957","ESPORTSTMNT02:1683686","100"
"142768","ESPORTSTMNT03:2798127","100"
"377195","ESPORTSTMNT06:1721059","100"
"264519","LPL_B:329532","200"
"161941","ESPORTSTMNT04:2683971","100"
"457008","ESPORTSTMNT05:2980212","100"
"207264","ESPORTSTMNT03:3185114","200"
"925358","ESPORTSTMNT01:2772875","200"
"347075","ESPORTSTMNT01:3388051","100"
"222508","ESPORTSTMNT01:2966398","200"
"585694","ESPORTSTMNT05:1980899","100"
"312600","ESPORTSTMNT01:2965819","200"
"412666","ESPORTSTMNT06:1881291","200"
"351610","ESPORTSTMNT06:1930131","200"
"157741","ESPORTSTMNT03:3193783","100"
"578585","ESPORTSTMNT03:2566602","200"
"311272","ESPORTSTMNT06:1570396","100"
"1360410","ESPORTSTMNT01:1690841","300"
"678412","ESPORTSTMNT01:1323352","100"
"297312","ESPORTSTMNT01:1431443","200"
"637890","ESPORTSTMNT01:1144542","100"
"286987","ESPORTSTMNT02:3162564","200"
"368339","ESPORTSTMNT01:2702905","100"
"270395","ESPORTSTMNT02:1734137","100"
"483357","ESPORTSTMNT03:3168131","100"
"470550","ESPORTSTMNT02:1403051","100"
"771558","ESPORTSTMNT05:1821028","200"
"181265","ESPORTSTMNT05:3090753","100"
