"eventtime","platformgameid"
"2021-05-23T15:11:53.767Z","ESPORTSTMNT06:1721085"
"2023-06-17T19:29:44.416Z","ESPORTSTMNT04:2685487"
"2023-08-21T17:09Z","ESPORTSTMNT05:3240458"
"2023-06-15T19:59:05.895Z","ESPORTSTMNT01:3375024"
"2022-07-26T10:08:22.122Z","ESPORTSTMNT03:2892741"
"2021-06-24T00:16:46.638Z","ESPORTSTMNT03:1994573"
"2021-06-16T15:20:39.100Z","ESPORTSTMNT03:1961957"
"2022-04-04T23:09:49.878Z","ESPORTSTMNT03:2636466"
"2021-06-03T19:20:59.159Z","ESPORTSTMNT01:2030816"
"2022-02-13T11:16:27.958Z","ESPORTSTMNT02:2578825"
"2022-02-03T20:58:24.604Z","ESPORTSTMNT05:2520752"
"2022-05-21T02:10:33.077Z","ESPORTSTMNT01:2912071"
"2022-07-13T19:33:07.856Z","ESPORTSTMNT05:2941514"
"2021-06-17T16:04:25.398Z","ESPORTSTMNT03:1990176"
"2022-06-22T23:57:48.580Z","ESPORTSTMNT03:2784572"
"2023-06-27T17:54:03.542Z","ESPORTSTMNT01:3388793"
"2023-07-22T19:08:58.819Z","ESPORTSTMNT06:2822362"
"2023-08-27T09:08Z","ESPORTSTMNT01:3418479"
"2021-06-01T16:59:22.420Z","ESPORTSTMNT01:2030402"
"2022-01-22T08:57:58.331Z","ESPORTSTMNT01:2695530"
"2021-03-29T15:36:35.487Z","ESPORTSTMNT06:1680286"
"2020-02-21T23:39:34.639Z","ESPORTSTMNT02:1284067"
"2022-06-17T01:11:00.767Z","ESPORTSTMNT02:2830347"
"2022-08-26T10:05:45.719Z","ESPORTSTMNT02:2972520"
"2021-09-11T15:57:33.051Z","ESPORTSTMNT04:1880363"
"2020-08-22T21:10:45.060Z","ESPORTSTMNT03:1432123"
"2023-03-07T00:15:18.785Z","ESPORTSTMNT02:3171930"
"2022-07-29T22:46:21.901Z","ESPORTSTMNT03:2884510"
"2022-01-15T12:06:59.994Z","ESPORTSTMNT01:2701997"
"2023-07-25T12:23:17.409Z","ESPORTSTMNT03:3195524"
"2019-07-04T10:26:45.916Z","ESPORTSTMNT03:1120982"
"2021-04-28T14:32:59.165Z","ESPORTSTMNT04:1670500"
"2023-02-03T09:12:26.440Z","ESPORTSTMNT03:3099546"
"2021-01-20T21:15:17.989Z","ESPORTSTMNT03:1683224"
"2023-03-11T11:38:19.433Z","ESPORTSTMNT03:3128073"
"2022-02-03T20:21:40.883Z","ESPORTSTMNT02:2574867"
"2022-02-08T10:07:43.371Z","ESPORTSTMNT02:2577193"
"2022-06-08T19:49:39.907Z","ESPORTSTMNT02:2776321"
"2022-08-10T09:04:36.477Z","ESPORTSTMNT04:2450697"
"2022-03-06T11:18:24.432Z","ESPORTSTMNT01:2771055"
"2021-05-31T17:11:45.800Z","ESPORTSTMNT01:2030212"
"2022-06-22T11:42:29.594Z","ESPORTSTMNT03:2794082"
"2021-01-26T08:11:42.874Z","ESPORTSTMNT01:1721548"
"2023-03-21T00:04:21.816Z","ESPORTSTMNT06:2774995"
"2021-08-30T19:08:19.947Z","ESPORTSTMNT04:1890093"
"2021-06-16T20:07:36.217Z","ESPORTSTMNT03:1962205"
"2023-02-23T10:09:56.342Z","ESPORTSTMNT02:3160419"
"2023-08-27T16:09Z","ESPORTSTMNT02:3232276"
"2019-07-20T11:29:11.915Z","ESPORTSTMNT03:1118334"
"2023-07-20T23:11:13.761Z","ESPORTSTMNT03:3192670"
"2023-03-24T19:02:00.519Z","ESPORTSTMNT01:3331690"
"2023-07-20T06:05:28.612Z","ESPORTSTMNT02:3220900"
"2021-03-21T19:16:39.030Z","ESPORTSTMNT02:1725487"
"2021-01-16T09:13:25.616Z","ESPORTSTMNT01:1691409"
"2023-01-28T23:50:53.761Z","ESPORTSTMNT02:3143076"
"2020-05-30T18:25:36.889Z","ESPORTSTMNT06:1240414"
"2023-07-26T20:41:42.546Z","ESPORTSTMNT03:3195765"
"2021-02-14T13:09:46.922Z","ESPORTSTMNT06:1570422"
"2023-06-16T08:08:08.512Z","ESPORTSTMNT01:3376241"
"2019-07-07T11:08:10.105Z","ESPORTSTMNT06:1020340"
"2022-02-27T17:31:25.261Z","ESPORTSTMNT01:2742246"
"2023-01-30T23:44:00.248Z","ESPORTSTMNT03:3095284"
"2021-07-29T00:55:06.337Z","ESPORTSTMNT03:2071301"
"2021-08-19T14:36:44.625Z","ESPORTSTMNT06:1881247"
"2023-02-27T01:09:45.708Z","ESPORTSTMNT02:3168129"
"2021-02-22T21:23:47.397Z","ESPORTSTMNT03:1755982"
"2022-07-25T16:07:33.272Z","ESPORTSTMNT03:2882290"
"2023-07-11T16:29:09.611Z","ESPORTSTMNT03:3184138"
"2022-03-19T14:22:09.614Z","ESPORTSTMNT06:2260144"
"2023-07-09T10:25:45.569Z","ESPORTSTMNT03:3181090"
"2022-03-30T16:26:55.378Z","ESPORTSTMNT02:2674443"
"2023-06-22T09:35:47.038Z","LPL_A:335713"
"2022-07-19T20:07:17.839Z","ESPORTSTMNT02:2914027"
"2020-02-02T02:10:04.673Z","ESPORTSTMNT01:1291470"
"2022-03-13T18:12:13.050Z","ESPORTSTMNT02:2660536"
"2023-01-28T19:51:29.058Z","ESPORTSTMNT03:3094402"
"2021-03-04T08:11:21.791Z","ESPORTSTMNT01:1883099"
"2020-08-22T00:36:14.686Z","ESPORTSTMNT03:1431949"
"2022-07-23T16:23:11.109Z","ESPORTSTMNT06:2540375"
"2022-02-25T14:08:11.749Z","ESPORTSTMNT04:2200145"
"2022-08-21T20:09:22.118Z","ESPORTSTMNT02:2971588"
"2022-08-07T01:21:22.729Z","ESPORTSTMNT01:3081946"
"2023-08-17T08:07:00.877Z","ESPORTSTMNT01:3414727"
"2021-06-19T04:19:28.461Z","ESPORTSTMNT03:1991066"
"2021-07-05T16:04:48.181Z","ESPORTSTMNT01:2144839"
"2023-03-11T21:15:58.136Z","ESPORTSTMNT03:3128256"
"2020-08-02T08:08:49.292Z","ESPORTSTMNT01:1436575"
"2022-03-16T00:04:42.614Z","ESPORTSTMNT02:2671486"
"2019-09-19T16:03:16.299Z","ESPORTSTMNT04:1000376"
"2023-02-26T21:06:30.605Z","ESPORTSTMNT02:3166169"
"2023-06-30T10:11:59.072Z","ESPORTSTMNT02:3216271"
"2023-03-25T09:13:09.859Z","ESPORTSTMNT01:3330875"
"2023-02-09T08:09:00.923Z","ESPORTSTMNT01:3306459"
"2020-08-07T12:00:23.463Z","ESPORTSTMNT05:1530262"
"2023-07-23T20:21:21.216Z","ESPORTSTMNT03:3195306"
"2021-03-04T09:09:42.839Z","ESPORTSTMNT01:1883174"
"2021-08-08T13:54:47.479Z","ESPORTSTMNT06:1880587"
"2022-07-31T20:57:49.934Z","ESPORTSTMNT03:2885412"
"2021-07-07T17:51:24.516Z","ESPORTSTMNT04:1810695"
"2022-08-28T10:04:06.122Z","ESPORTSTMNT02:2962995"
"2021-08-07T18:19:54.349Z","ESPORTSTMNT03:2075089"
"2020-06-27T12:07:40.351Z","ESPORTSTMNT05:1520595"
"2020-07-17T18:18:28.638Z","ESPORTSTMNT01:1431634"
"2020-04-20T12:11:39.543Z","ESPORTSTMNT03:1352557"
"2022-03-13T22:13:56.547Z","ESPORTSTMNT02:2660696"
"2021-07-10T11:42:00.334Z","ESPORTSTMNT01:2137507"
"2021-09-07T15:28:36.299Z","ESPORTSTMNT04:1880317"
"2022-03-13T13:54:02.619Z","ESPORTSTMNT05:2580363"
"2021-03-09T21:49:29.723Z","ESPORTSTMNT01:1895974"
"2022-10-14T19:13:18.542Z","ESPORTSTMNT02:3057653"
"2020-04-11T21:03:25.630Z","ESPORTSTMNT05:1430694"
"2023-03-17T00:09:40.039Z","ESPORTSTMNT01:3324574"
"2022-08-10T15:06:38.797Z","ESPORTSTMNT06:2532302"
"2023-07-21T06:11:25.347Z","ESPORTSTMNT02:3220940"
"2023-08-16T21:53:51.886Z","ESPORTSTMNT02:3228356"
"2022-02-18T00:03:41.325Z","ESPORTSTMNT03:2545983"
"2023-07-24T05:57:15.240Z","ESPORTSTMNT03:3195344"
"2020-07-31T18:51:56.137Z","ESPORTSTMNT05:1540104"
"2021-07-07T19:21:09.037Z","ESPORTSTMNT04:1800724"
"2022-05-30T20:02:46.783Z","ESPORTSTMNT01:2915226"
"2022-06-14T01:14:38.079Z","ESPORTSTMNT02:2789864"
"2023-02-24T12:40:58.861Z","ESPORTSTMNT02:3163055"
"2022-03-02T19:06:35.839Z","ESPORTSTMNT01:2734335"
"2023-07-03T05:06:37.221Z","ESPORTSTMNT02:3218388"
"2021-02-14T14:09:13.885Z","ESPORTSTMNT06:1580308"
"2023-03-12T17:20:57.816Z","ESPORTSTMNT03:3128482"
"2023-08-02T17:47:34.641Z","ESPORTSTMNT04:2690626"
"2023-02-27T07:07:53.342Z","ESPORTSTMNT03:3112193"
"2023-01-27T21:02:24.559Z","ESPORTSTMNT06:2769386"
"2019-08-03T15:27:21.723Z","ESPORTSTMNT04:980782"
"2023-02-02T19:04:31.497Z","ESPORTSTMNT02:3143455"
"2023-08-12T09:08:58.912Z","ESPORTSTMNT01:3413271"
"2021-03-11T17:13:28.351Z","ESPORTSTMNT04:1600290"
"2023-02-21T20:59:15.365Z","ESPORTSTMNT02:3158439"
"2023-06-26T19:07:38.970Z","ESPORTSTMNT04:2687183"
"2022-07-19T00:36:48.362Z","ESPORTSTMNT01:3000402"
"2023-06-09T22:08:09.392Z","ESPORTSTMNT01:3366106"
"2023-02-11T13:22:11.206Z","ESPORTSTMNT03:3102530"
"2021-07-06T17:12:17.749Z","ESPORTSTMNT01:2145454"
"2019-07-27T13:22:59.180Z","ESPORTSTMNT04:980381"
"2021-03-13T15:07:47.979Z","ESPORTSTMNT02:1721611"
"2023-08-11T16:34:44.457Z","ESPORTSTMNT02:3226664"
"2022-08-20T16:26:06.197Z","ESPORTSTMNT04:2451733"
"2022-07-26T15:57:01.959Z","ESPORTSTMNT03:2892896"
"2023-01-30T01:52:38.530Z","ESPORTSTMNT02:3143210"
"2020-04-10T11:16:22.475Z","ESPORTSTMNT03:1340578"
"2022-01-19T21:08:03.951Z","ESPORTSTMNT01:2694174"
"2020-08-02T23:07:12.435Z","ESPORTSTMNT02:1411993"
"2022-06-19T11:08:13.956Z","ESPORTSTMNT06:2470180"
"2020-03-29T06:17:31.903Z","ESPORTSTMNT01:1325811"
"2023-07-28T11:33:13.084Z","ESPORTSTMNT03:3198021"
"2022-01-17T18:54:20.321Z","ESPORTSTMNT01:2692980"
"2021-03-28T16:07:48.177Z","ESPORTSTMNT03:1811893"
"2023-06-28T10:07:43.334Z","LPL_B:326365"
"2023-02-25T09:49:37.087Z","ESPORTSTMNT02:3165375"
"2022-01-15T11:07:53.698Z","ESPORTSTMNT01:2701968"
"2022-06-07T22:07:27.971Z","ESPORTSTMNT02:2775780"
"2022-07-21T00:06:22.627Z","ESPORTSTMNT02:2884388"
"2019-08-17T16:08:43.585Z","ESPORTSTMNT05:1210474"
"2022-08-21T10:55:15.255Z","ESPORTSTMNT01:3095730"
"2022-06-06T19:19:24.328Z","ESPORTSTMNT02:2784966"
"2021-04-03T22:54:01.286Z","ESPORTSTMNT02:1810130"
"2022-01-26T18:58:03.678Z","ESPORTSTMNT01:2707372"
"2021-08-21T12:36:54.195Z","ESPORTSTMNT03:2103934"
"2023-04-02T12:55:34.057Z","ESPORTSTMNT01:3340050"
"2023-08-12T12:05:16.171Z","ESPORTSTMNT04:2694099"
"2021-08-31T19:22:25.859Z","ESPORTSTMNT04:1890158"
"2020-10-10T10:00:49.989Z","ESPORTSTMNT03:1532287"
"2022-01-21T00:58:51.501Z","ESPORTSTMNT01:2694903"
"2021-07-19T20:16:28.048Z","ESPORTSTMNT02:2073757"
"2023-07-06T10:09:07.544Z","ESPORTSTMNT02:3219295"
"2023-06-21T22:09:09.034Z","ESPORTSTMNT01:3386016"
"2021-07-25T12:42:34.016Z","ESPORTSTMNT02:2066319"
"2023-03-17T21:07:26.741Z","ESPORTSTMNT01:3325730"
"2021-04-28T15:37:18.479Z","ESPORTSTMNT04:1670510"
"2023-08-24T16:46Z","ESPORTSTMNT05:3241529"
"2022-07-02T02:56:12.943Z","ESPORTSTMNT03:2820198"
"2023-03-02T20:25:06.299Z","ESPORTSTMNT05:3218507"
"2022-05-30T22:07:31.128Z","ESPORTSTMNT01:2905222"
"2023-01-30T21:09:01.156Z","ESPORTSTMNT03:3095224"
"2022-07-29T13:05:36.215Z","ESPORTSTMNT06:2531329"
"2023-07-06T20:38:33.106Z","ESPORTSTMNT06:2819315"
"2022-06-09T00:04:45.477Z","ESPORTSTMNT02:2776487"
"2023-06-07T23:57:17.837Z","ESPORTSTMNT03:3167771"
"2023-03-21T17:57:35.217Z","ESPORTSTMNT04:2672214"
"2022-03-10T04:00:55.187Z","ESPORTSTMNT01:2782972"
"2023-02-27T09:42:27.636Z","ESPORTSTMNT03:3113204"
"2023-02-07T17:04:37.162Z","ESPORTSTMNT01:3305493"
"2020-10-24T10:27:12.819Z","ESPORTSTMNT03:1552615"
"2023-06-24T19:58:00.026Z","ESPORTSTMNT01:3387868"
"2023-07-02T18:21:38.249Z","ESPORTSTMNT02:3217378"
"2022-01-22T03:03:13.698Z","ESPORTSTMNT01:2695465"
"2023-01-27T17:05:06.411Z","ESPORTSTMNT03:3090995"
"2021-07-19T09:27:13.610Z","ESPORTSTMNT02:2073413"
"2020-09-11T19:56:25.347Z","ESPORTSTMNT04:1280202"
"2023-03-03T21:00:38.960Z","ESPORTSTMNT05:3219537"
"2020-02-08T08:09:02.225Z","ESPORTSTMNT01:1304035"
"2022-06-22T23:21:27.988Z","ESPORTSTMNT03:2784547"
"2019-07-29T00:08:52.230Z","ESPORTSTMNT01:1163227"
"2021-07-24T20:40:44.681Z","ESPORTSTMNT02:2066114"
"2021-06-26T16:46:44.329Z","ESPORTSTMNT06:1840950"
"2022-01-20T19:33:23.527Z","ESPORTSTMNT01:2694704"
"2023-03-03T17:08:33.963Z","ESPORTSTMNT02:3169570"
"2022-02-20T13:47:19.108Z","ESPORTSTMNT06:2190859"
"2021-06-21T19:12:33.013Z","ESPORTSTMNT03:1992674"
"2023-08-22T20:09Z","ESPORTSTMNT02:3228881"
"2022-06-15T22:06:27.203Z","ESPORTSTMNT02:2820587"
"2023-07-15T09:06:37.471Z","ESPORTSTMNT02:3219938"
"2022-06-24T10:21:04.288Z","ESPORTSTMNT03:2785705"
"2019-09-03T09:42:30.483Z","ESPORTSTMNT03:1143256"
"2021-01-16T01:06:53.368Z","ESPORTSTMNT03:1672030"
"2022-01-19T19:12:22.969Z","ESPORTSTMNT04:2110571"
"2021-07-11T23:00:37.874Z","ESPORTSTMNT01:2148437"
"2023-07-30T07:06:05.981Z","ESPORTSTMNT03:3199206"
"2022-08-26T23:09:50.011Z","ESPORTSTMNT02:2972636"
"2022-04-15T17:35:05.016Z","ESPORTSTMNT04:2240159"
"2021-01-28T18:07:27.220Z","ESPORTSTMNT01:1722482"
"2022-07-30T18:00:16.901Z","ESPORTSTMNT06:2541519"
"2021-07-18T11:43:43.538Z","ESPORTSTMNT01:2149673"
"2022-02-24T22:50:08.187Z","ESPORTSTMNT01:2731063"
"2022-06-09T01:58:02.928Z","ESPORTSTMNT02:2776520"
"2020-06-05T08:30:10.004Z","ESPORTSTMNT01:1401212"
"2022-06-11T20:15:53.420Z","ESPORTSTMNT02:2788437"
"2022-07-08T13:12:51.807Z","ESPORTSTMNT03:2830504"
"2020-01-26T16:20:47.587Z","ESPORTSTMNT03:1301276"
"2021-01-28T17:00:41.060Z","ESPORTSTMNT05:1820251"
"2021-02-03T17:07:13.570Z","ESPORTSTMNT02:1684400"
"2021-05-10T13:12:02.750Z","ESPORTSTMNT06:1720520"
"2019-11-03T11:15:21.448Z","ESPORTSTMNT06:1062258"
"2021-07-07T16:37:43.866Z","ESPORTSTMNT01:2146057"
"2021-02-02T16:28:20.556Z","ESPORTSTMNT02:1693276"
"2021-06-17T20:07:11.394Z","ESPORTSTMNT06:1840435"
"2022-04-05T09:03:33.050Z","ESPORTSTMNT03:2636560"
"2022-04-03T19:05:50.736Z","ESPORTSTMNT03:2636200"
"2023-06-07T18:05:20.492Z","ESPORTSTMNT06:2817841"
"2023-06-05T19:15:31.091Z","ESPORTSTMNT03:3166207"
"2023-03-12T18:50:14.278Z","ESPORTSTMNT06:2773526"
"2022-06-13T20:18:31.010Z","ESPORTSTMNT02:2789738"
"2022-05-21T13:04:26.244Z","ESPORTSTMNT03:2714360"
"2020-06-18T15:01:31.598Z","ESPORTSTMNT05:1520065"
"2021-03-21T18:39:46.594Z","ESPORTSTMNT02:1735340"
"2020-07-17T15:53:51.083Z","ESPORTSTMNT04:1250157"
"2023-07-11T21:51:01.346Z","ESPORTSTMNT03:3183280"
"2023-02-04T21:07:09.666Z","ESPORTSTMNT01:3300467"
"2023-02-10T19:07:04.708Z","ESPORTSTMNT01:3310232"
"2023-03-09T22:53:20.889Z","ESPORTSTMNT03:3124412"
"2023-07-08T09:16:22.107Z","ESPORTSTMNT03:3177661"
"2019-06-27T08:58:10.138Z","ESPORTSTMNT02:1083574"
"2023-08-24T19:14Z","ESPORTSTMNT05:3240516"
"2023-06-01T17:12:31.383Z","ESPORTSTMNT06:2817526"
"2022-02-11T19:01:12.354Z","ESPORTSTMNT06:2210170"
"2022-03-27T17:15:04.989Z","ESPORTSTMNT03:2653778"
"2023-06-15T00:51:47.629Z","ESPORTSTMNT01:3373576"
"2021-02-28T11:03:00.220Z","ESPORTSTMNT04:1530554"
"2022-06-21T00:08:24.072Z","ESPORTSTMNT03:2793014"
"2022-04-09T12:57:37.167Z","ESPORTSTMNT06:2290644"
"2023-02-08T12:32:17.787Z","ESPORTSTMNT01:3304926"
"2020-06-13T11:12:08.740Z","ESPORTSTMNT01:1403911"
"2020-06-19T19:33:02.908Z","ESPORTSTMNT02:1381824"
"2023-08-10T11:28:42.594Z","ESPORTSTMNT01:3410933"
"2022-09-05T15:01:07.653Z","ESPORTSTMNT05:3090741"
"2022-06-23T00:07:37.350Z","ESPORTSTMNT03:2794579"
"2022-07-27T20:56:30.668Z","ESPORTSTMNT03:2893497"
"2023-07-04T15:05:56.965Z","ESPORTSTMNT06:2818085"
"2023-03-02T19:06:13.272Z","ESPORTSTMNT02:3169390"
"2023-03-19T23:11:53.435Z","ESPORTSTMNT06:2773938"
"2021-08-04T18:06:03.648Z","ESPORTSTMNT06:1880485"
"2019-10-18T14:52:16.096Z","ESPORTSTMNT06:1071547"
"2020-03-07T16:03:33.537Z","ESPORTSTMNT06:1170600"
"2021-06-01T18:02:54.790Z","ESPORTSTMNT01:2040461"
"2022-07-30T19:53:00.738Z","ESPORTSTMNT03:2894973"
"2022-02-03T21:13:44.465Z","ESPORTSTMNT02:2574917"
"2023-02-25T12:50:58.859Z","ESPORTSTMNT02:3163551"
"2022-06-03T00:07:04.364Z","ESPORTSTMNT01:2906140"
"2022-07-13T00:17:46.716Z","ESPORTSTMNT01:2984705"
"2021-06-13T18:38:54.292Z","ESPORTSTMNT05:1971611"
"2023-08-22T22:57Z","ESPORTSTMNT02:3229892"
"2022-07-31T14:17:49.445Z","ESPORTSTMNT03:2895321"
"2022-07-26T23:38:13.602Z","ESPORTSTMNT06:2540953"
"2023-01-23T00:03:35.473Z","ESPORTSTMNT01:3296300"
"2021-10-12T18:57:05.206Z","ESPORTSTMNT04:1960863"
"2023-02-28T00:59:03.605Z","ESPORTSTMNT02:3166566"
"2023-08-13T12:58:09.367Z","ESPORTSTMNT02:3227909"
"2022-02-15T23:53:37.664Z","ESPORTSTMNT03:2544403"
"2021-07-06T21:22:40.345Z","ESPORTSTMNT01:2145645"
"2021-08-23T12:07:32.992Z","ESPORTSTMNT01:2210761"
"2023-06-09T13:52:21.753Z","ESPORTSTMNT03:3170048"
"2022-02-17T19:09:11.885Z","ESPORTSTMNT06:2210681"
"2020-07-23T14:04:26.860Z","ESPORTSTMNT04:1250344"
"2022-02-06T11:01:00.286Z","ESPORTSTMNT05:2530839"
"2023-07-27T20:09:05.293Z","ESPORTSTMNT04:2691378"
"2023-07-01T20:06:12.618Z","ESPORTSTMNT02:3218128"
"2020-10-11T09:09:31.568Z","ESPORTSTMNT03:1532355"
"2022-08-17T09:55:33.053Z","ESPORTSTMNT04:2451580"
"2021-07-09T14:10:49.837Z","ESPORTSTMNT04:1810819"
"2023-03-14T18:54:27.831Z","ESPORTSTMNT03:3127936"
"2021-01-24T18:07:51.201Z","ESPORTSTMNT03:1683961"
"2020-10-10T11:05:29.441Z","ESPORTSTMNT03:1532290"
"2021-02-14T00:02:15.303Z","ESPORTSTMNT03:1750856"
"2022-06-09T18:21:56.000Z","ESPORTSTMNT02:2776806"
"2021-08-08T18:06:39.694Z","ESPORTSTMNT03:2075479"
"2023-08-05T09:07:27.078Z","ESPORTSTMNT01:3407772"
"2023-07-14T20:26:27.080Z","ESPORTSTMNT06:2820888"
"2020-07-31T18:03:32.757Z","ESPORTSTMNT02:1401456"
"2022-03-29T10:11:08.781Z","ESPORTSTMNT02:2674298"
"2021-07-18T11:20:26.549Z","ESPORTSTMNT01:2139489"
"2023-07-02T22:02:01.229Z","ESPORTSTMNT02:3216894"
"2021-06-15T08:06:06.085Z","ESPORTSTMNT02:1938585"
"2023-01-19T05:09:31.677Z","ESPORTSTMNT03:3087128"
"2022-08-15T21:59:04.767Z","ESPORTSTMNT04:2471562"
"2021-11-30T09:58:21.106Z","ESPORTSTMNT02:2344275"
"2021-08-15T10:50:58.410Z","ESPORTSTMNT03:2102674"
"2023-03-11T12:17:00.272Z","ESPORTSTMNT03:3127092"
"2021-07-21T20:02:48.494Z","ESPORTSTMNT02:2064808"
"2021-04-23T18:41:14.990Z","ESPORTSTMNT04:1670408"
"2022-02-10T11:08:23.352Z","ESPORTSTMNT02:2558191"
"2022-06-10T01:26:36.407Z","ESPORTSTMNT02:2777079"
"2023-06-23T07:14:51.521Z","LPL_A:334778"
"2020-02-26T12:17:39.273Z","ESPORTSTMNT02:1295891"
"2021-07-23T18:04:06.880Z","ESPORTSTMNT05:2060710"
"2020-06-13T19:11:49.062Z","ESPORTSTMNT01:1414064"
"2021-02-27T17:50:56.926Z","ESPORTSTMNT04:1520514"
"2023-03-09T20:05:22.198Z","ESPORTSTMNT06:2774329"
"2022-02-14T10:08:07.397Z","ESPORTSTMNT03:2543175"
"2022-03-31T10:10:09.319Z","ESPORTSTMNT03:2635102"
"2021-03-03T17:07:12.831Z","ESPORTSTMNT01:1882707"
"2023-08-27T10:01Z","ESPORTSTMNT01:3418483"
"2023-07-30T19:08:37.007Z","ESPORTSTMNT01:3405200"
"2021-02-02T17:03:39.074Z","ESPORTSTMNT02:1693300"
"2020-10-17T13:56:58.265Z","ESPORTSTMNT03:1552438"
"2023-03-06T10:02:17.399Z","ESPORTSTMNT03:3119620"
"2022-09-03T20:08:45.388Z","ESPORTSTMNT02:2974101"
"2022-07-24T11:24:25.739Z","ESPORTSTMNT02:2884917"
"2022-04-15T10:11:02.122Z","ESPORTSTMNT03:2638016"
"2019-06-29T11:07:27.420Z","ESPORTSTMNT05:1190095"
"2023-07-19T00:15:53.909Z","ESPORTSTMNT03:3191955"
"2023-03-26T00:06:30.716Z","ESPORTSTMNT01:3335006"
"2022-08-10T12:18:40.520Z","ESPORTSTMNT04:2450722"
"2023-01-15T03:17:01.436Z","ESPORTSTMNT03:3084449"
"2020-07-03T06:13:59.306Z","ESPORTSTMNT03:1401407"
"2023-02-02T09:01:42.078Z","ESPORTSTMNT03:3099119"
"2023-07-31T18:53:44.715Z","ESPORTSTMNT01:3404510"
"2021-01-30T11:01:34.934Z","ESPORTSTMNT05:1820509"
"2022-09-01T16:23:53.293Z","ESPORTSTMNT05:3090603"
"2021-07-29T20:08:42.189Z","ESPORTSTMNT03:2071552"
"2023-03-04T21:12:44.126Z","ESPORTSTMNT03:3116979"
"2021-03-02T22:11:32.618Z","ESPORTSTMNT01:1892085"
"2020-07-26T04:16:06.798Z","ESPORTSTMNT01:1435099"
"2020-04-18T08:23:07.082Z","ESPORTSTMNT03:1342175"
"2019-06-28T07:13:10.609Z","ESPORTSTMNT02:1094109"
"2022-06-29T17:55:42.437Z","ESPORTSTMNT03:2799421"
"2022-08-25T10:06:11.440Z","ESPORTSTMNT01:3096073"
"2023-03-08T01:49:17.051Z","ESPORTSTMNT03:3120436"
"2020-08-08T09:56:06.250Z","ESPORTSTMNT02:1413832"
"2023-06-17T21:20:32.782Z","ESPORTSTMNT01:3379147"
"2023-07-29T20:24:22.284Z","ESPORTSTMNT01:3403885"
"2022-01-29T21:32:23.060Z","ESPORTSTMNT02:2552297"
"2021-07-20T11:04:14.675Z","ESPORTSTMNT02:2063975"
"2021-01-29T19:58:08.387Z","ESPORTSTMNT05:1820447"
"2020-04-04T18:02:35.080Z","ESPORTSTMNT05:1430424"
"2020-06-14T17:22:37.493Z","ESPORTSTMNT04:1230881"
"2020-08-15T09:01:16.160Z","ESPORTSTMNT02:1415086"
"2022-03-10T20:17:05.203Z","ESPORTSTMNT01:2773275"
"2023-03-30T18:22:28.085Z","ESPORTSTMNT01:3338275"
"2023-03-14T21:47:32.931Z","ESPORTSTMNT03:3130003"
"2023-06-29T22:07:22.115Z","ESPORTSTMNT02:3213623"
"2023-07-12T19:22:34.998Z","ESPORTSTMNT03:3185548"
"2021-06-07T17:05:25.477Z","ESPORTSTMNT02:1934620"
"2023-01-31T22:57:51.720Z","ESPORTSTMNT03:3095657"
"2023-02-14T22:00:03.667Z","ESPORTSTMNT01:3313920"
"2021-02-26T20:07:52.722Z","ESPORTSTMNT04:1530423"
"2022-07-02T01:17:02.241Z","ESPORTSTMNT03:2820177"
"2022-06-27T18:48:34.337Z","ESPORTSTMNT03:2788063"
"2022-02-01T20:05:07.799Z","ESPORTSTMNT02:2573692"
"2021-01-23T13:05:19.445Z","ESPORTSTMNT06:1560051"
"2023-08-08T23:39:13.711Z","ESPORTSTMNT01:3412587"
"2022-05-31T20:06:18.611Z","ESPORTSTMNT01:2905525"
"2021-03-10T00:26:36.633Z","ESPORTSTMNT01:1896054"
"2020-05-31T17:34:27.929Z","ESPORTSTMNT06:1240450"
"2022-02-01T22:01:36.447Z","ESPORTSTMNT02:2553827"
"2021-08-03T18:16:14.779Z","ESPORTSTMNT06:1880462"
"2023-02-03T00:04:28.680Z","ESPORTSTMNT01:3298902"
"2023-01-28T21:07:19.000Z","ESPORTSTMNT03:3092489"
"2019-08-17T17:09:02.182Z","ESPORTSTMNT05:1210488"
"2023-03-15T19:39:04.861Z","ESPORTSTMNT01:3324212"
"2019-09-13T16:07:17.747Z","ESPORTSTMNT06:1051228"
"2021-03-20T23:17:39.121Z","ESPORTSTMNT02:1735103"
"2022-06-26T19:31:19.747Z","ESPORTSTMNT03:2797491"
"2021-03-28T08:57:40.968Z","ESPORTSTMNT02:1770207"
"2022-02-12T11:03:20.252Z","ESPORTSTMNT06:2210223"
"2023-06-12T22:45:10.835Z","ESPORTSTMNT01:3370375"
"2023-07-25T20:03:49.295Z","ESPORTSTMNT03:3197553"
"2021-01-28T19:36:18.290Z","ESPORTSTMNT05:1820267"
"2022-06-14T02:17:53.124Z","ESPORTSTMNT02:2789887"
"2021-06-17T01:07:12.581Z","ESPORTSTMNT03:1962373"
"2023-07-09T16:36:17.520Z","ESPORTSTMNT03:3182244"
"2021-06-27T17:37:08.174Z","ESPORTSTMNT03:1996455"
"2022-08-06T09:21:45.989Z","ESPORTSTMNT03:2920354"
"2020-08-07T15:59:20.041Z","ESPORTSTMNT05:1530266"
"2022-06-02T18:05:50.595Z","ESPORTSTMNT04:2330069"
"2023-03-20T23:50:19.181Z","ESPORTSTMNT01:3329688"
