"gametime","platformgameid","teamid","buildingtype"
"864481","ESPORTSTMNT01:1683350","200","turret"
"860287","ESPORTSTMNT03:1990466","100","turret"
"2034628","ESPORTSTMNT01:3416245","200","inhibitor"
"1166322","ESPORTSTMNT03:3165840","100","turret"
"1108772","ESPORTSTMNT04:2691372","100","turret"
"2006113","ESPORTSTMNT04:2691372","100","inhibitor"
"1270829","ESPORTSTMNT05:2942358","200","turret"
"1669781","ESPORTSTMNT01:3399650","200","turret"
"546649","ESPORTSTMNT03:3168381","100","turret"
"1947918","ESPORTSTMNT03:1531286","200","inhibitor"
"3389786","ESPORTSTMNT02:1114248","200","inhibitor"
"980237","ESPORTSTMNT02:2789837","200","turret"
"872082","ESPORTSTMNT02:2964246","200","turret"
"1649442","ESPORTSTMNT06:2815737","200","inhibitor"
"1194913","ESPORTSTMNT06:2290559","100","turret"
"1828155","ESPORTSTMNT05:2600089","100","inhibitor"
"1755702","ESPORTSTMNT01:2781245","100","inhibitor"
"1441148","ESPORTSTMNT04:2694237","100","inhibitor"
"1947686","ESPORTSTMNT04:2669485","100","inhibitor"
"1154049","ESPORTSTMNT01:3331534","100","turret"
"766955","ESPORTSTMNT06:1860582","200","turret"
"1018936","ESPORTSTMNT04:2210242","200","turret"
"889867","ESPORTSTMNT04:2693252","100","turret"
"651916","ESPORTSTMNT06:1190335","100","turret"
"2166617","ESPORTSTMNT06:1190335","100","inhibitor"
"860028","ESPORTSTMNT02:2066114","200","turret"
"871052","ESPORTSTMNT05:2940663","200","turret"
"964890","ESPORTSTMNT01:2694943","200","turret"
"786440","ESPORTSTMNT05:1870307","100","turret"
"893967","ESPORTSTMNT01:3411988","200","turret"
"1168658","ESPORTSTMNT06:2420037","200","turret"
"1283521","ESPORTSTMNT03:3093496","100","turret"
"805647","ESPORTSTMNT01:3373642","100","turret"
"1214549","ESPORTSTMNT02:1392000","100","turret"
"873843","ESPORTSTMNT02:2067417","100","turret"
"1012701","ESPORTSTMNT02:3227902","200","turret"
"1527260","ESPORTSTMNT03:2655129","200","inhibitor"
"1095019","ESPORTSTMNT06:2776004","100","turret"
"1369187","ESPORTSTMNT02:3222132","100","inhibitor"
"2248586","ESPORTSTMNT01:3398713","100","inhibitor"
"744160","ESPORTSTMNT02:2240164","100","turret"
"1673076","ESPORTSTMNT01:1401802","200","inhibitor"
"1575120","ESPORTSTMNT06:2350353","200","inhibitor"
"2327476","ESPORTSTMNT03:1128569","100","inhibitor"
"898239","ESPORTSTMNT03:2785517","200","turret"
"1067948","ESPORTSTMNT04:2472076","200","turret"
"2238274","ESPORTSTMNT04:2472076","200","inhibitor"
"952908","ESPORTSTMNT02:2430728","100","turret"
"695106","ESPORTSTMNT01:1134456","200","turret"
"931719","ESPORTSTMNT03:2780993","100","turret"
"2281610","ESPORTSTMNT04:1600207","200","inhibitor"
"1994026","ESPORTSTMNT02:2578570","200","inhibitor"
"1468076","ESPORTSTMNT03:1431586","200","inhibitor"
"1019713","ESPORTSTMNT02:2775819","200","turret"
"916785","ESPORTSTMNT01:1155690","200","turret"
"975641","ESPORTSTMNT02:2787250","200","turret"
"894219","ESPORTSTMNT02:2663195","200","turret"
"1154847","ESPORTSTMNT03:3100324","200","turret"
"1266069","ESPORTSTMNT02:1281574","100","turret"
"1005695","ESPORTSTMNT03:3181911","100","turret"
"1140279","ESPORTSTMNT06:1070523","200","turret"
"1628178","ESPORTSTMNT01:1895841","200","inhibitor"
"1671679","ESPORTSTMNT04:1570175","200","inhibitor"
"993910","ESPORTSTMNT03:3197538","200","turret"
"1129290","ESPORTSTMNT04:2674827","100","inhibitor"
"898659","ESPORTSTMNT03:3121410","100","turret"
"1637494","ESPORTSTMNT03:2884968","100","inhibitor"
"1050121","ESPORTSTMNT01:3335277","100","turret"
"847629","ESPORTSTMNT05:1200105","100","turret"
"2226852","ESPORTSTMNT05:1200105","100","inhibitor"
"1073754","ESPORTSTMNT03:3189769","200","turret"
"829442","ESPORTSTMNT03:1826022","100","turret"
"960532","ESPORTSTMNT04:2431271","200","turret"
"985052","ESPORTSTMNT01:2770468","200","turret"
"1859330","ESPORTSTMNT03:2073093","100","inhibitor"
"1631169","ESPORTSTMNT02:2572341","100","inhibitor"
"774744","ESPORTSTMNT06:1570780","100","turret"
"2625531","ESPORTSTMNT03:3092934","200","inhibitor"
"989179","ESPORTSTMNT02:3222301","100","turret"
"2125083","ESPORTSTMNT03:2795264","100","inhibitor"
"871381","ESPORTSTMNT01:2593102","200","turret"
"1741552","ESPORTSTMNT01:2593102","200","inhibitor"
"2029110","ESPORTSTMNT03:2637336","200","inhibitor"
"1662925","ESPORTSTMNT03:1682203","100","inhibitor"
"1133174","ESPORTSTMNT03:2001895","200","turret"
"1272008","ESPORTSTMNT06:2768714","200","turret"
"1691012","ESPORTSTMNT03:2541774","200","inhibitor"
"1894724","ESPORTSTMNT01:1301128","100","inhibitor"
"923508","ESPORTSTMNT01:2144241","200","turret"
"930925","ESPORTSTMNT04:2430867","100","turret"
"653409","ESPORTSTMNT04:2472078","100","turret"
"895759","ESPORTSTMNT02:2964331","200","turret"
"748184","ESPORTSTMNT02:3139716","100","turret"
"1127347","ESPORTSTMNT01:3300767","200","turret"
"1757346","ESPORTSTMNT03:2565645","100","inhibitor"
"904098","ESPORTSTMNT01:1152584","100","turret"
"805113","ESPORTSTMNT03:3096295","200","turret"
"2227575","ESPORTSTMNT04:2090389","100","inhibitor"
"711104","ESPORTSTMNT05:2760346","200","turret"
"1079951","ESPORTSTMNT05:2760346","200","inhibitor"
"1473967","ESPORTSTMNT06:1200089","100","inhibitor"
"742614","ESPORTSTMNT03:2006636","100","turret"
"896209","ESPORTSTMNT03:3126606","200","turret"
"595806","ESPORTSTMNT01:2691546","200","turret"
"963855","ESPORTSTMNT01:3093698","200","turret"
"1363399","ESPORTSTMNT01:3093698","200","inhibitor"
"754912","ESPORTSTMNT04:1810754","100","turret"
"655914","ESPORTSTMNT01:2707893","200","turret"
"1075574","ESPORTSTMNT05:1520161","100","turret"
"1982160","ESPORTSTMNT06:2773398","100","inhibitor"
"1102925","ESPORTSTMNT06:2774808","200","turret"
"1176816","ESPORTSTMNT01:2965481","100","turret"
"1607697","ESPORTSTMNT02:3161532","200","inhibitor"
"910490","ESPORTSTMNT03:2635970","200","turret"
"1454617","ESPORTSTMNT04:1880133","200","inhibitor"
"769090","ESPORTSTMNT06:1571057","100","turret"
"1703088","ESPORTSTMNT02:3048340","200","inhibitor"
"916734","ESPORTSTMNT01:3395123","100","turret"
"902421","ESPORTSTMNT01:2708044","100","turret"
"1016225","ESPORTSTMNT01:3083867","200","turret"
"1996665","ESPORTSTMNT04:2410262","200","inhibitor"
"676716","ESPORTSTMNT01:1110367","200","turret"
"607104","ESPORTSTMNT02:1401302","100","turret"
"956027","ESPORTSTMNT03:2788116","200","turret"
"866112","ESPORTSTMNT02:1938162","100","turret"
"1656388","ESPORTSTMNT01:2912059","200","inhibitor"
"1077314","ESPORTSTMNT02:2065292","200","turret"
"908387","ESPORTSTMNT03:3129710","100","turret"
"1035899","ESPORTSTMNT02:1333580","100","turret"
"893150","ESPORTSTMNT06:2776059","100","turret"
"977623","ESPORTSTMNT03:1334618","200","turret"
"638118","ESPORTSTMNT02:2065135","100","turret"
"1318929","ESPORTSTMNT02:2965253","100","turret"
"635811","ESPORTSTMNT03:1532304","200","turret"
"1934600","ESPORTSTMNT05:1520623","200","inhibitor"
"1796481","ESPORTSTMNT04:1610057","100","inhibitor"
"800632","ESPORTSTMNT02:2076383","100","turret"
"951088","ESPORTSTMNT01:3334297","200","turret"
"1359816","ESPORTSTMNT03:2565852","200","inhibitor"
"2068335","ESPORTSTMNT05:1870346","100","inhibitor"
"1247615","ESPORTSTMNT03:2930073","100","turret"
"892525","ESPORTSTMNT01:3093719","200","turret"
"638618","ESPORTSTMNT03:1125221","100","turret"
"1468237","ESPORTSTMNT02:2556420","200","inhibitor"
"2189184","ESPORTSTMNT01:1891243","200","inhibitor"
"1915167","ESPORTSTMNT02:2067349","100","inhibitor"
"1695482","ESPORTSTMNT03:1683998","200","inhibitor"
"1714276","ESPORTSTMNT03:2892931","100","inhibitor"
"708796","ESPORTSTMNT05:2670326","200","turret"
"843246","ESPORTSTMNT02:2881984","200","turret"
"1490292","ESPORTSTMNT03:3191793","200","inhibitor"
"825219","ESPORTSTMNT02:2556543","100","turret"
"2274293","ESPORTSTMNT04:1120649","100","inhibitor"
"864725","ESPORTSTMNT01:3387182","100","turret"
"2414987","ESPORTSTMNT02:1114483","100","inhibitor"
"1839767","ESPORTSTMNT03:2795149","100","inhibitor"
"1123129","ESPORTSTMNT06:2761129","100","turret"
"1859474","ESPORTSTMNT04:1880317","200","inhibitor"
"1605835","ESPORTSTMNT02:1810385","100","inhibitor"
"949241","ESPORTSTMNT01:2744739","200","turret"
"1050845","ESPORTSTMNT02:3151678","100","turret"
"1045749","ESPORTSTMNT03:2005664","100","turret"
"966230","ESPORTSTMNT03:3113204","100","turret"
"562914","ESPORTSTMNT01:3385401","100","turret"
"2726459","ESPORTSTMNT06:2260368","100","inhibitor"
"1038631","ESPORTSTMNT02:2840440","200","turret"
"767526","ESPORTSTMNT03:3089850","200","turret"
"1103328","ESPORTSTMNT03:1762223","100","inhibitor"
"941883","ESPORTSTMNT05:3220282","200","turret"
"821962","ESPORTSTMNT03:3199553","200","turret"
"753068","ESPORTSTMNT05:2521011","200","turret"
"1011838","ESPORTSTMNT02:2665071","100","turret"
"1696017","ESPORTSTMNT05:2980868","200","inhibitor"
"1057671","ESPORTSTMNT02:2552787","200","turret"
"909023","ESPORTSTMNT06:2190880","200","turret"
"951069","ESPORTSTMNT01:2743968","200","turret"
"1656549","ESPORTSTMNT05:1821050","200","inhibitor"
"936064","ESPORTSTMNT03:1824848","200","turret"
"1118098","ESPORTSTMNT06:2768347","200","turret"
"1969137","ESPORTSTMNT02:2973430","200","inhibitor"
"1744688","LPL_A:330204","100","inhibitor"
"775976","ESPORTSTMNT01:1890244","200","turret"
"1463841","ESPORTSTMNT04:1560222","200","inhibitor"
"1760113","ESPORTSTMNT06:1581147","100","inhibitor"
"976756","ESPORTSTMNT01:1895562","200","turret"
"981675","ESPORTSTMNT02:3221177","200","turret"
"1472235","ESPORTSTMNT04:2694234","100","inhibitor"
"1097449","ESPORTSTMNT02:3151605","200","turret"
"1557296","ESPORTSTMNT02:2911303","100","inhibitor"
"1894954","ESPORTSTMNT05:1832061","100","inhibitor"
"711302","ESPORTSTMNT02:3048774","200","turret"
"1080587","ESPORTSTMNT03:3165885","100","turret"
"867992","ESPORTSTMNT01:1722592","200","turret"
"1687249","ESPORTSTMNT02:2551647","100","turret"
"886717","ESPORTSTMNT01:3401408","100","turret"
"1477510","ESPORTSTMNT01:3401408","100","inhibitor"
"1151115","ESPORTSTMNT02:2553725","200","turret"
"1038961","ESPORTSTMNT03:2830485","100","turret"
"962081","ESPORTSTMNT01:3385146","100","turret"
"748575","ESPORTSTMNT02:3169780","100","turret"
"911233","ESPORTSTMNT03:2656838","100","turret"
"1019181","LPL_A:330376","100","turret"
"1492791","ESPORTSTMNT01:2984424","100","inhibitor"
"1509463","ESPORTSTMNT02:1936668","100","turret"
"2282275","ESPORTSTMNT05:3217262","100","inhibitor"
"2056763","ESPORTSTMNT02:2960517","200","inhibitor"
"2544279","ESPORTSTMNT02:3213439","200","inhibitor"
"807322","ESPORTSTMNT06:2290306","200","turret"
"1853092","ESPORTSTMNT06:2290306","200","inhibitor"
"1493558","ESPORTSTMNT03:2894716","200","inhibitor"
"956847","LPL_A:331456","200","turret"
"1159365","ESPORTSTMNT01:3344376","200","turret"
"2004279","ESPORTSTMNT04:1800435","200","inhibitor"
"753476","ESPORTSTMNT02:2840570","200","turret"
"1428495","ESPORTSTMNT02:3165259","100","inhibitor"
"1885192","ESPORTSTMNT06:1040792","100","inhibitor"
"757166","ESPORTSTMNT01:2870691","100","turret"
"1610750","ESPORTSTMNT04:1520522","200","inhibitor"
"667543","ESPORTSTMNT05:2060648","100","turret"
"895207","ESPORTSTMNT03:2103895","100","turret"
"650920","ESPORTSTMNT03:2921416","200","turret"
"1361785","ESPORTSTMNT03:2657620","100","inhibitor"
"1672749","ESPORTSTMNT03:2007449","100","inhibitor"
"825516","ESPORTSTMNT03:3166326","200","turret"
"1266182","ESPORTSTMNT03:1757109","200","turret"
"767640","ESPORTSTMNT02:2574461","200","turret"
"952322","ESPORTSTMNT02:2063997","200","turret"
"1388038","ESPORTSTMNT01:2240529","200","inhibitor"
"809429","ESPORTSTMNT01:2139470","200","turret"
"1612608","ESPORTSTMNT01:1141707","100","inhibitor"
"1389260","ESPORTSTMNT06:2531301","100","inhibitor"
"915665","ESPORTSTMNT01:3413227","200","turret"
"2192757","ESPORTSTMNT02:1395133","100","inhibitor"
"1396165","ESPORTSTMNT01:3404962","200","inhibitor"
"1553795","ESPORTSTMNT06:2350356","200","inhibitor"
"712647","ESPORTSTMNT05:3239541","100","turret"
"927776","ESPORTSTMNT01:2781830","100","turret"
"1722069","ESPORTSTMNT02:3219881","200","inhibitor"
"644599","ESPORTSTMNT01:2694704","200","turret"
"746168","ESPORTSTMNT03:2052036","100","turret"
"1725517","ESPORTSTMNT03:3102179","100","inhibitor"
"1603972","ESPORTSTMNT02:2556636","200","inhibitor"
"736822","ESPORTSTMNT03:1962198","200","turret"
"935251","ESPORTSTMNT03:3131555","200","turret"
"873732","ESPORTSTMNT02:2064412","200","turret"
"2522639","ESPORTSTMNT04:2411147","100","inhibitor"
"1651792","ESPORTSTMNT02:3159258","200","inhibitor"
"1048268","ESPORTSTMNT01:3330538","200","turret"
"2120696","ESPORTSTMNT06:1680523","200","inhibitor"
"927330","ESPORTSTMNT02:1084375","200","turret"
"836529","ESPORTSTMNT06:1180443","200","turret"
"871091","ESPORTSTMNT03:3092946","100","turret"
"899839","ESPORTSTMNT03:3130529","100","turret"
"1036848","ESPORTSTMNT05:2990023","100","turret"
"956139","ESPORTSTMNT02:2557772","200","turret"
"1706195","ESPORTSTMNT02:2557772","200","inhibitor"
"1027138","ESPORTSTMNT02:2776383","100","turret"
"986320","ESPORTSTMNT03:3095231","200","turret"
"1149249","LPL_B:329050","200","turret"
"919746","ESPORTSTMNT03:2657831","200","turret"
"1538217","ESPORTSTMNT01:3317726","200","inhibitor"
"1098219","ESPORTSTMNT03:2006113","200","turret"
"2165337","ESPORTSTMNT02:2964246","200","inhibitor"
"1092690","ESPORTSTMNT04:1960694","100","turret"
"891925","ESPORTSTMNT01:2030256","100","turret"
"1002825","ESPORTSTMNT01:3314898","100","turret"
"1046159","ESPORTSTMNT05:2520822","200","inhibitor"
"716088","ESPORTSTMNT04:2470875","200","turret"
"887198","ESPORTSTMNT03:2563015","200","turret"
"1127653","ESPORTSTMNT01:3411861","100","turret"
"1683455","ESPORTSTMNT03:2001713","200","inhibitor"
"2070127","ESPORTSTMNT04:2140079","100","inhibitor"
"700710","ESPORTSTMNT02:1113579","200","turret"
"1964941","ESPORTSTMNT05:2990418","100","inhibitor"
"1598395","ESPORTSTMNT03:3124898","200","inhibitor"
"1325475","ESPORTSTMNT01:3366859","100","turret"
"1310208","ESPORTSTMNT03:2714482","100","turret"
"1877967","ESPORTSTMNT03:1754970","200","inhibitor"
"727131","ESPORTSTMNT02:3048616","100","turret"
"664941","ESPORTSTMNT04:1971235","100","turret"
"743466","ESPORTSTMNT02:1294482","200","turret"
"1780181","ESPORTSTMNT01:1414138","100","turret"
"1044089","ESPORTSTMNT01:1882213","100","turret"
"922044","ESPORTSTMNT05:3223343","100","turret"
"749724","ESPORTSTMNT02:1800192","200","turret"
"713316","ESPORTSTMNT03:2561961","200","turret"
"1133246","ESPORTSTMNT06:2816631","100","turret"
"545193","ESPORTSTMNT02:2661533","200","turret"
"663733","ESPORTSTMNT02:2789858","100","turret"
"1043589","ESPORTSTMNT03:3192595","200","inhibitor"
"975865","ESPORTSTMNT04:2200388","200","turret"
"1574265","ESPORTSTMNT01:2132169","200","inhibitor"
"1392123","ESPORTSTMNT02:3160427","100","turret"
"932429","ESPORTSTMNT01:3309870","200","turret"
"1603015","ESPORTSTMNT01:2701941","200","inhibitor"
"1028130","ESPORTSTMNT01:3383571","100","turret"
"1070316","ESPORTSTMNT03:1431586","200","turret"
"999244","ESPORTSTMNT04:2687405","200","turret"
"907753","ESPORTSTMNT01:3312759","200","turret"
"965430","ESPORTSTMNT02:2066274","200","turret"
"1070287","ESPORTSTMNT01:2781781","100","turret"
"958356","ESPORTSTMNT02:3158439","200","turret"
"873569","ESPORTSTMNT03:3116252","200","turret"
"1443205","ESPORTSTMNT03:1673715","200","inhibitor"
"1788620","ESPORTSTMNT03:3181911","100","inhibitor"
"785656","ESPORTSTMNT03:1433752","200","turret"
"708860","ESPORTSTMNT04:1570175","200","turret"
"2467731","ESPORTSTMNT01:2690255","100","inhibitor"
"1952568","ESPORTSTMNT02:1770275","200","inhibitor"
"1006338","ESPORTSTMNT01:3369705","200","turret"
"876874","ESPORTSTMNT06:1690246","100","turret"
"728216","ESPORTSTMNT04:2431634","100","turret"
"1078872","ESPORTSTMNT02:1114311","100","turret"
"897978","ESPORTSTMNT01:2701289","100","turret"
"882239","ESPORTSTMNT03:2093869","100","turret"
"1208062","ESPORTSTMNT02:2971681","200","turret"
"1476762","ESPORTSTMNT04:2431271","200","inhibitor"
"1552545","ESPORTSTMNT01:2770468","200","inhibitor"
"1604602","ESPORTSTMNT02:1927434","200","inhibitor"
"2191032","ESPORTSTMNT02:2781190","200","inhibitor"
"1795370","ESPORTSTMNT03:1431635","100","inhibitor"
"1034549","ESPORTSTMNT02:1683214","200","turret"
"755021","ESPORTSTMNT02:1960494","200","turret"
"857681","ESPORTSTMNT05:3060678","200","turret"
"1073341","ESPORTSTMNT04:2656249","100","turret"
"1402667","ESPORTSTMNT01:2966091","100","turret"
"1010210","ESPORTSTMNT02:2775104","200","turret"
"774954","ESPORTSTMNT03:2548617","100","turret"
"905864","ESPORTSTMNT01:3306226","200","turret"
"1275396","ESPORTSTMNT06:1721059","200","inhibitor"
"681762","ESPORTSTMNT01:3334291","200","turret"
"739160","ESPORTSTMNT05:2980720","200","turret"
"799036","ESPORTSTMNT03:2548443","100","turret"
"862065","ESPORTSTMNT02:3059756","100","turret"
"1766177","ESPORTSTMNT06:2210714","200","inhibitor"
"963907","ESPORTSTMNT01:3083705","200","turret"
"916430","ESPORTSTMNT05:2942680","200","turret"
"2178640","ESPORTSTMNT01:1152584","100","inhibitor"
"2040175","ESPORTSTMNT04:2666103","100","inhibitor"
"871960","ESPORTSTMNT06:1051239","200","turret"
"1489240","ESPORTSTMNT01:2030811","200","inhibitor"
"831450","ESPORTSTMNT04:2690729","200","turret"
"932462","ESPORTSTMNT01:1306323","200","turret"
"1493601","ESPORTSTMNT03:1682335","200","inhibitor"
"1336893","ESPORTSTMNT01:2800105","100","turret"
"1932095","ESPORTSTMNT04:1491149","100","inhibitor"
"1014654","ESPORTSTMNT03:3198743","200","turret"
"796207","ESPORTSTMNT03:1683791","100","turret"
"1769955","ESPORTSTMNT06:1060775","200","inhibitor"
"1650188","ESPORTSTMNT01:3379197","200","inhibitor"
"2520009","ESPORTSTMNT02:2551187","200","inhibitor"
"1002312","ESPORTSTMNT06:1880465","200","turret"
"1966960","ESPORTSTMNT02:3217692","100","inhibitor"
"1788069","ESPORTSTMNT04:2200403","100","inhibitor"
"916007","ESPORTSTMNT02:2150618","100","turret"
"953912","ESPORTSTMNT03:2784466","200","turret"
"2004889","ESPORTSTMNT06:2530721","200","inhibitor"
"894165","ESPORTSTMNT02:3218492","100","turret"
"2228216","ESPORTSTMNT03:2651798","200","inhibitor"
"1693496","ESPORTSTMNT01:1885611","100","inhibitor"
"1181311","ESPORTSTMNT01:1306381","100","turret"
"935968","ESPORTSTMNT01:2966181","200","turret"
"2017976","ESPORTSTMNT01:3319378","100","inhibitor"
"898739","ESPORTSTMNT02:1093323","100","turret"
"2347812","ESPORTSTMNT05:3218336","200","inhibitor"
"1123766","ESPORTSTMNT01:3331766","100","inhibitor"
"1137810","ESPORTSTMNT04:1730231","200","turret"
"952400","ESPORTSTMNT02:3217899","200","turret"
"1099834","ESPORTSTMNT02:3217192","100","turret"
"721323","ESPORTSTMNT03:2799780","100","turret"
"665342","ESPORTSTMNT03:2830070","200","turret"
"1132922","ESPORTSTMNT03:1531382","200","turret"
"767040","ESPORTSTMNT04:2270140","100","turret"
"860301","ESPORTSTMNT01:3331844","200","turret"
"740503","ESPORTSTMNT06:1721053","200","turret"
"1553196","ESPORTSTMNT01:3324334","100","inhibitor"
"1945938","ESPORTSTMNT04:2669292","200","inhibitor"
"1463367","ESPORTSTMNT03:1334618","200","inhibitor"
"1537856","ESPORTSTMNT02:3218388","200","inhibitor"
"1877726","ESPORTSTMNT05:1430773","200","inhibitor"
"1682733","ESPORTSTMNT04:2689274","100","inhibitor"
"678989","ESPORTSTMNT04:2687518","100","turret"
"2283221","ESPORTSTMNT05:3090674","100","inhibitor"
"1878658","ESPORTSTMNT01:3300413","100","inhibitor"
"980516","ESPORTSTMNT01:3327461","100","turret"
"1367692","ESPORTSTMNT03:1532304","200","inhibitor"
"1203777","ESPORTSTMNT01:3338831","100","turret"
"1581687","ESPORTSTMNT05:3090860","100","turret"
"2010143","ESPORTSTMNT03:2890912","100","inhibitor"
"1391678","ESPORTSTMNT01:1892085","200","inhibitor"
"679508","ESPORTSTMNT02:2060945","200","turret"
"1775315","ESPORTSTMNT03:3195353","200","inhibitor"
"1151071","ESPORTSTMNT04:980381","100","turret"
"1359164","ESPORTSTMNT03:3193512","200","inhibitor"
"842202","ESPORTSTMNT03:1433717","200","turret"
"1689855","ESPORTSTMNT02:1092530","200","inhibitor"
"1465026","ESPORTSTMNT02:1413453","100","turret"
"872038","ESPORTSTMNT03:1433779","100","turret"
"974082","ESPORTSTMNT01:1891243","200","turret"
"1866722","ESPORTSTMNT01:2130762","100","inhibitor"
"1456233","ESPORTSTMNT02:2650506","200","inhibitor"
