"platformgameid","blue_kills","red_kills"
"ESPORTSTMNT01:2139489","21","6"
"ESPORTSTMNT02:2660440","31","31"
"ESPORTSTMNT02:3229892","10","18"
"ESPORTSTMNT02:3162887","13","3"
"ESPORTSTMNT03:3121410","17","13"
"ESPORTSTMNT03:1750651","13","2"
"ESPORTSTMNT03:3142803","6","20"
"ESPORTSTMNT01:1882191","8","20"
"ESPORTSTMNT02:3227909","5","16"
"ESPORTSTMNT03:1750856","12","3"
"ESPORTSTMNT03:2636753","18","11"
"ESPORTSTMNT04:2688612","22","5"
"ESPORTSTMNT03:2543175","21","10"
"ESPORTSTMNT03:2102674","12","8"
"ESPORTSTMNT02:2574917","5","12"
"ESPORTSTMNT02:2066293","21","12"
"ESPORTSTMNT03:3084449","22","18"
"ESPORTSTMNT02:2974101","11","11"
"ESPORTSTMNT03:2790919","2","11"
"ESPORTSTMNT05:2952082","22","9"
"ESPORTSTMNT03:2544403","18","6"
"ESPORTSTMNT02:2555547","14","20"
"ESPORTSTMNT04:2669182","14","21"
"ESPORTSTMNT04:2470335","12","6"
"ESPORTSTMNT05:1820509","4","12"
"ESPORTSTMNT06:2210681","16","25"
"ESPORTSTMNT03:2820166","23","10"
"ESPORTSTMNT03:2564365","17","14"
"ESPORTSTMNT01:3370375","17","6"
"ESPORTSTMNT01:3379147","10","19"
"ESPORTSTMNT01:2773275","4","17"
"ESPORTSTMNT03:3185548","22","17"
"ESPORTSTMNT03:2799421","5","17"
"ESPORTSTMNT03:1683961","7","14"
"ESPORTSTMNT01:2906140","22","9"
"ESPORTSTMNT02:2558191","18","5"
"ESPORTSTMNT03:1532355","3","25"
"ESPORTSTMNT01:3407772","29","10"
"ESPORTSTMNT03:1532290","22","9"
"ESPORTSTMNT03:1962373","17","24"
"ESPORTSTMNT02:1693300","2","22"
"ESPORTSTMNT03:1350856","9","16"
"ESPORTSTMNT01:1892085","13","2"
"ESPORTSTMNT01:2145645","11","11"
"ESPORTSTMNT01:1370353","27","27"
"ESPORTSTMNT02:3053150","20","6"
"ESPORTSTMNT02:1770207","16","8"
"ESPORTSTMNT05:1860562","4","18"
"ESPORTSTMNT04:1250344","16","10"
"ESPORTSTMNT03:1552438","4","13"
"ESPORTSTMNT01:3311082","10","28"
"ESPORTSTMNT01:1436290","15","10"
"ESPORTSTMNT02:2779354","20","5"
"ESPORTSTMNT03:3182244","12","20"
"ESPORTSTMNT04:2691378","17","8"
"ESPORTSTMNT01:3405200","15","11"
"ESPORTSTMNT01:3329688","8","18"
"ESPORTSTMNT01:2040461","23","9"
"ESPORTSTMNT02:1413832","8","24"
"ESPORTSTMNT01:3403885","14","7"
"ESPORTSTMNT05:1430424","13","14"
"ESPORTSTMNT02:1401456","17","8"
"ESPORTSTMNT04:1520514","7","14"
"ESPORTSTMNT03:2797491","14","5"
"ESPORTSTMNT05:1830615","2","14"
"ESPORTSTMNT02:3216894","21","5"
"ESPORTSTMNT04:2451580","18","7"
"ESPORTSTMNT02:2789887","3","14"
"ESPORTSTMNT03:1684025","12","20"
"ESPORTSTMNT02:2777079","15","7"
"ESPORTSTMNT01:3296300","4","25"
"ESPORTSTMNT02:2674298","9","24"
"ESPORTSTMNT06:2817786","18","27"
"ESPORTSTMNT05:1820267","11","18"
"ESPORTSTMNT03:1100752","10","26"
"ESPORTSTMNT01:3329301","23","6"
"ESPORTSTMNT01:3338275","14","24"
"ESPORTSTMNT01:3306943","7","17"
"ESPORTSTMNT03:3095657","11","18"
"ESPORTSTMNT04:2690569","2","9"
"ESPORTSTMNT02:3210608","21","6"
"ESPORTSTMNT06:2820428","20","16"
"ESPORTSTMNT01:2905525","25","7"
"ESPORTSTMNT02:2553827","17","2"
"ESPORTSTMNT03:3116979","22","12"
"ESPORTSTMNT03:1996455","4","24"
"ESPORTSTMNT03:2635102","9","8"
"ESPORTSTMNT01:3418483","9","18"
"ESPORTSTMNT03:3197274","21","12"
"ESPORTSTMNT06:2210223","9","6"
"ESPORTSTMNT04:1670408","38","39"
"ESPORTSTMNT04:2330069","18","5"
"ESPORTSTMNT02:2064808","7","3"
"ESPORTSTMNT04:2685190","28","6"
"ESPORTSTMNT06:1880262","15","12"
"ESPORTSTMNT01:1155300","16","17"
"ESPORTSTMNT03:1401407","24","14"
"ESPORTSTMNT01:1424622","8","18"
"ESPORTSTMNT06:2820672","9","24"
"ESPORTSTMNT03:3090069","12","1"
"ESPORTSTMNT06:2774329","19","4"
"ESPORTSTMNT02:1934620","18","11"
"ESPORTSTMNT01:3404510","7","18"
"ESPORTSTMNT04:2411209","6","15"
"ESPORTSTMNT01:2210761","9","16"
"ESPORTSTMNT05:2060710","15","21"
"ESPORTSTMNT02:2884917","15","8"
"ESPORTSTMNT06:1720467","15","23"
"ESPORTSTMNT02:1404158","6","12"
"ESPORTSTMNT05:2980875","13","27"
"LPL_A:334778","9","14"
"ESPORTSTMNT03:3191955","20","12"
"ESPORTSTMNT04:1810819","18","8"
"ESPORTSTMNT03:2920354","16","6"
"ESPORTSTMNT03:1631137","42","28"
"ESPORTSTMNT03:3092489","13","10"
"ESPORTSTMNT03:3120436","27","17"
"ESPORTSTMNT01:1882707","35","12"
"ESPORTSTMNT03:3119620","25","18"
"ESPORTSTMNT05:3090603","7","18"
"ESPORTSTMNT06:1071491","20","9"
"ESPORTSTMNT02:2552297","12","6"
"ESPORTSTMNT03:3127092","3","14"
"ESPORTSTMNT03:2895321","21","10"
"ESPORTSTMNT04:1570221","15","6"
"ESPORTSTMNT02:2776806","21","9"
"ESPORTSTMNT03:1441070","23","18"
"ESPORTSTMNT01:2984705","8","17"
"ESPORTSTMNT03:2638016","15","8"
"ESPORTSTMNT05:1190095","14","4"
"ESPORTSTMNT05:2530839","12","20"
"ESPORTSTMNT02:1084440","14","25"
"ESPORTSTMNT01:3313920","19","15"
"ESPORTSTMNT01:3298902","16","4"
"ESPORTSTMNT02:3163551","20","8"
"ESPORTSTMNT03:3129812","15","5"
"ESPORTSTMNT06:1560051","20","5"
"ESPORTSTMNT02:1938585","30","26"
"ESPORTSTMNT01:3324212","11","14"
"ESPORTSTMNT04:2679035","6","20"
"ESPORTSTMNT03:3127936","18","2"
"ESPORTSTMNT01:3096073","20","21"
"ESPORTSTMNT01:3386321","4","2"
"ESPORTSTMNT01:3082097","17","18"
"ESPORTSTMNT03:3197553","7","13"
"ESPORTSTMNT01:1424862","13","11"
"ESPORTSTMNT05:2980774","17","29"
"ESPORTSTMNT01:3081961","14","14"
"ESPORTSTMNT06:1051228","16","7"
"ESPORTSTMNT03:2130392","21","4"
"ESPORTSTMNT01:1896054","5","16"
"ESPORTSTMNT03:1342175","7","10"
"ESPORTSTMNT03:2820177","22","29"
"ESPORTSTMNT02:1094109","19","19"
"ESPORTSTMNT01:1723413","0","8"
"ESPORTSTMNT02:3166566","6","17"
"ESPORTSTMNT03:2075479","12","30"
"ESPORTSTMNT02:2063975","13","6"
"ESPORTSTMNT03:2894973","15","3"
"ESPORTSTMNT03:3099119","7","13"
"ESPORTSTMNT02:3213623","17","4"
"ESPORTSTMNT05:1820447","12","9"
"ESPORTSTMNT06:1880462","18","4"
"ESPORTSTMNT01:1414064","7","21"
"LPL_A:330391","26","9"
"ESPORTSTMNT04:1960863","1","15"
"ESPORTSTMNT06:2820888","11","9"
"ESPORTSTMNT03:3196653","34","18"
"ESPORTSTMNT02:1415086","20","5"
"ESPORTSTMNT02:2775052","18","17"
"ESPORTSTMNT03:1824900","6","15"
"ESPORTSTMNT06:2540953","12","19"
"ESPORTSTMNT04:1530423","20","11"
"ESPORTSTMNT03:2070642","6","26"
"ESPORTSTMNT04:2471562","12","20"
"ESPORTSTMNT01:3331492","18","2"
"ESPORTSTMNT05:1210488","22","4"
"ESPORTSTMNT02:1295891","9","19"
"ESPORTSTMNT01:1435099","2","13"
"ESPORTSTMNT05:1971611","9","17"
"ESPORTSTMNT05:1530266","10","8"
"ESPORTSTMNT06:2823099","27","14"
"ESPORTSTMNT03:2921414","27","7"
"ESPORTSTMNT01:3338367","13","18"
"ESPORTSTMNT02:2344275","7","28"
"ESPORTSTMNT01:2916128","19","1"
"ESPORTSTMNT02:1735103","20","14"
"ESPORTSTMNT06:2822329","7","22"
"ESPORTSTMNT01:2982645","25","28"
"ESPORTSTMNT02:3218102","9","17"
"ESPORTSTMNT02:3218128","9","12"
"ESPORTSTMNT03:1752834","12","3"
"ESPORTSTMNT03:3170048","8","4"
"ESPORTSTMNT01:2770222","13","22"
"ESPORTSTMNT01:1164865","12","11"
"ESPORTSTMNT01:3412587","3","13"
"ESPORTSTMNT03:3087128","5","26"
"ESPORTSTMNT04:2450722","8","21"
"ESPORTSTMNT03:2071552","8","34"
"ESPORTSTMNT03:2788063","10","2"
"ESPORTSTMNT05:2070651","9","14"
"ESPORTSTMNT03:3130003","20","17"
"ESPORTSTMNT03:3199525","11","22"
"ESPORTSTMNT02:2573692","15","17"
"ESPORTSTMNT06:1240450","38","32"
"ESPORTSTMNT01:3335006","23","11"
"ESPORTSTMNT03:1433733","12","3"
"ESPORTSTMNT01:1152631","7","15"
"ESPORTSTMNT01:2782685","16","10"
"ESPORTSTMNT06:2260078","23","20"
"ESPORTSTMNT02:3170670","4","15"
"ESPORTSTMNT05:2760389","8","21"
"ESPORTSTMNT03:2590001","23","21"
"ESPORTSTMNT02:3217940","15","5"
"ESPORTSTMNT01:3308733","14","0"
"ESPORTSTMNT05:2610091","20","12"
"ESPORTSTMNT03:3180038","7","25"
"ESPORTSTMNT01:2132258","18","7"
"ESPORTSTMNT05:2580355","10","16"
"ESPORTSTMNT06:2769268","14","3"
"ESPORTSTMNT02:2972772","7","16"
"ESPORTSTMNT03:1827544","4","19"
"ESPORTSTMNT02:3163795","2","19"
"ESPORTSTMNT01:3321687","14","14"
"ESPORTSTMNT01:3094494","22","10"
"ESPORTSTMNT05:1180210","6","19"
"ESPORTSTMNT06:2773375","23","18"
"ESPORTSTMNT02:1321388","12","6"
"ESPORTSTMNT02:3166049","13","5"
"ESPORTSTMNT03:3158564","14","14"
"ESPORTSTMNT01:2916150","16","12"
"ESPORTSTMNT02:2557973","13","15"
"ESPORTSTMNT03:3167768","14","14"
"ESPORTSTMNT02:3220608","18","9"
"ESPORTSTMNT01:2743041","9","24"
"ESPORTSTMNT02:2061953","6","14"
"ESPORTSTMNT04:2210455","9","29"
"ESPORTSTMNT04:2683108","21","13"
"ESPORTSTMNT06:2823406","24","12"
"ESPORTSTMNT03:2883589","1","12"
"ESPORTSTMNT03:3130808","8","22"
"ESPORTSTMNT01:1155805","9","1"
"ESPORTSTMNT03:2703543","26","13"
"ESPORTSTMNT03:1991096","17","16"
"ESPORTSTMNT03:2074285","13","28"
"ESPORTSTMNT02:2820133","3","14"
"ESPORTSTMNT05:1971599","17","4"
"ESPORTSTMNT02:1936484","8","22"
"ESPORTSTMNT03:1684186","16","9"
"ESPORTSTMNT02:3165239","13","28"
"ESPORTSTMNT01:2916296","6","17"
"ESPORTSTMNT04:1880450","13","6"
"ESPORTSTMNT02:2076889","15","3"
"ESPORTSTMNT03:3098435","3","13"
"ESPORTSTMNT02:1294689","12","5"
"ESPORTSTMNT01:3332432","25","9"
"ESPORTSTMNT02:3159649","1","14"
"ESPORTSTMNT02:1395082","13","18"
"ESPORTSTMNT01:3415472","8","19"
"ESPORTSTMNT05:2520619","3","15"
"ESPORTSTMNT01:2742991","18","6"
"ESPORTSTMNT03:2883396","21","19"
"ESPORTSTMNT01:1110380","16","9"
"ESPORTSTMNT05:1530138","2","19"
"ESPORTSTMNT03:2054860","13","22"
"ESPORTSTMNT03:1132956","16","25"
"ESPORTSTMNT02:2577036","21","12"
"ESPORTSTMNT02:2883775","3","19"
"ESPORTSTMNT03:2549357","13","15"
"ESPORTSTMNT02:3169138","12","14"
"ESPORTSTMNT03:3197400","0","13"
"ESPORTSTMNT03:2630752","8","22"
"ESPORTSTMNT06:2775958","25","3"
"ESPORTSTMNT05:2750208","13","5"
"ESPORTSTMNT05:2980358","9","19"
"ESPORTSTMNT03:3089124","16","6"
"ESPORTSTMNT02:1092228","8","22"
"ESPORTSTMNT02:2913932","8","14"
"ESPORTSTMNT03:3130913","19","12"
"ESPORTSTMNT06:2210385","14","22"
"ESPORTSTMNT01:1895562","9","16"
"ESPORTSTMNT02:2883730","6","20"
"ESPORTSTMNT06:2290497","26","7"
"ESPORTSTMNT03:2569639","23","11"
"ESPORTSTMNT02:3221648","8","22"
"ESPORTSTMNT03:2569520","11","22"
"ESPORTSTMNT05:3239462","6","18"
"ESPORTSTMNT04:1140119","10","15"
"ESPORTSTMNT05:2951239","2","17"
"ESPORTSTMNT04:1560185","19","5"
"ESPORTSTMNT05:1440156","16","7"
"ESPORTSTMNT03:3115323","14","4"
"ESPORTSTMNT01:1323375","3","17"
"ESPORTSTMNT03:1125221","13","14"
"ESPORTSTMNT06:1320437","2","12"
"ESPORTSTMNT05:3060557","2","14"
"ESPORTSTMNT02:1683130","14","15"
"ESPORTSTMNT05:2760346","15","7"
"ESPORTSTMNT01:1121251","8","21"
"ESPORTSTMNT06:2767019","3","14"
"ESPORTSTMNT04:2451054","21","1"
"ESPORTSTMNT01:3302706","20","4"
"ESPORTSTMNT02:2881529","26","9"
"ESPORTSTMNT01:1141707","6","20"
"ESPORTSTMNT03:1997088","8","25"
"ESPORTSTMNT03:3117109","3","12"
"ESPORTSTMNT06:2260138","14","4"
"ESPORTSTMNT03:2636341","31","13"
"ESPORTSTMNT01:3384107","13","15"
"ESPORTSTMNT04:2230323","3","12"
"ESPORTSTMNT03:2545188","10","19"
"ESPORTSTMNT02:1687643","10","21"
"ESPORTSTMNT04:1520252","9","15"
"ESPORTSTMNT03:2797551","2","10"
"ESPORTSTMNT03:1961499","21","6"
"ESPORTSTMNT03:2791281","8","17"
"ESPORTSTMNT06:2290579","8","11"
"ESPORTSTMNT01:3296073","18","1"
"ESPORTSTMNT01:3313344","6","14"
"ESPORTSTMNT01:3093746","20","3"
"ESPORTSTMNT05:1780277","11","3"
"ESPORTSTMNT01:1880814","4","10"
"ESPORTSTMNT02:3144380","24","8"
"ESPORTSTMNT01:2982190","22","8"
"ESPORTSTMNT04:2170498","23","15"
"ESPORTSTMNT02:2067650","4","19"
"ESPORTSTMNT05:1390170","9","10"
"ESPORTSTMNT01:1882891","21","9"
"ESPORTSTMNT01:2982937","28","15"
"ESPORTSTMNT02:1104327","15","4"
"ESPORTSTMNT03:2930906","18","9"
"ESPORTSTMNT05:2531079","4","23"
"ESPORTSTMNT02:2883766","3","15"
"ESPORTSTMNT02:2071379","31","4"
"ESPORTSTMNT03:3178727","11","23"
"ESPORTSTMNT01:3328847","13","7"
"ESPORTSTMNT02:2557567","15","8"
"ESPORTSTMNT06:2530775","7","14"
"ESPORTSTMNT04:2110193","9","21"
"ESPORTSTMNT06:1190369","16","22"
"ESPORTSTMNT05:3222114","18","19"
"ESPORTSTMNT01:2733173","6","19"
"ESPORTSTMNT03:2638216","19","3"
"ESPORTSTMNT03:1343000","18","8"
"ESPORTSTMNT03:1995860","25","9"
"ESPORTSTMNT04:1520454","14","1"
"ESPORTSTMNT01:1431671","9","9"
"ESPORTSTMNT06:2570505","16","9"
"ESPORTSTMNT01:1883468","15","6"
"ESPORTSTMNT01:2144537","15","16"
"ESPORTSTMNT06:1860923","9","19"
"ESPORTSTMNT05:3090119","12","10"
"ESPORTSTMNT03:2075559","7","18"
"ESPORTSTMNT06:1680343","1","13"
"ESPORTSTMNT06:2541862","11","5"
"ESPORTSTMNT03:1403547","20","6"
"ESPORTSTMNT03:2003844","9","19"
"ESPORTSTMNT03:2784610","13","22"
"ESPORTSTMNT03:1811914","19","23"
"ESPORTSTMNT02:2776340","15","3"
"ESPORTSTMNT01:3414077","19","5"
"ESPORTSTMNT03:2651111","27","12"
"ESPORTSTMNT02:3155605","6","19"
"ESPORTSTMNT03:2795288","15","22"
"ESPORTSTMNT02:3166396","7","21"
"ESPORTSTMNT06:2541784","10","21"
"ESPORTSTMNT02:1721696","23","8"
"ESPORTSTMNT02:3221956","6","15"
"ESPORTSTMNT01:2694197","22","23"
"ESPORTSTMNT03:2055308","5","14"
"ESPORTSTMNT02:2577499","24","14"
"ESPORTSTMNT01:3371626","19","8"
"ESPORTSTMNT04:2672523","18","29"
"ESPORTSTMNT04:2684406","18","8"
"ESPORTSTMNT01:2905481","19","23"
"ESPORTSTMNT06:2816646","11","10"
"ESPORTSTMNT01:2137725","3","12"
"ESPORTSTMNT03:2654019","12","27"
"ESPORTSTMNT05:1780302","18","3"
"LPL_B:328853","20","8"
"ESPORTSTMNT02:3220330","34","32"
"ESPORTSTMNT02:2810459","21","9"
"ESPORTSTMNT03:1321624","3","17"
"ESPORTSTMNT02:3232313","1","16"
"ESPORTSTMNT02:1925568","2","13"
"ESPORTSTMNT01:3332787","13","19"
"ESPORTSTMNT04:2431417","13","5"
"ESPORTSTMNT03:2799579","14","6"
"ESPORTSTMNT04:2686305","19","4"
"ESPORTSTMNT02:2774942","23","19"
"ESPORTSTMNT02:2620855","21","7"
"ESPORTSTMNT02:2076427","24","27"
"ESPORTSTMNT01:3322416","12","6"
"ESPORTSTMNT03:2885156","12","15"
"ESPORTSTMNT01:3415168","7","8"
"ESPORTSTMNT04:1880287","26","8"
"ESPORTSTMNT03:3185114","20","11"
"ESPORTSTMNT02:3142318","15","4"
"ESPORTSTMNT04:2471023","25","14"
"LPL_A:330810","13","1"
"ESPORTSTMNT02:3165461","6","18"
"ESPORTSTMNT06:1170811","4","18"
"ESPORTSTMNT02:3207841","21","8"
"ESPORTSTMNT02:2971028","22","2"
"ESPORTSTMNT03:3191065","4","10"
"ESPORTSTMNT02:2650757","7","19"
"ESPORTSTMNT06:2470334","15","10"
"ESPORTSTMNT04:2667111","7","21"
"ESPORTSTMNT03:1114618","5","10"
"ESPORTSTMNT01:3342090","18","7"
"ESPORTSTMNT03:2799869","6","20"
"ESPORTSTMNT01:1884466","4","12"
"ESPORTSTMNT06:2210701","13","17"
"ESPORTSTMNT01:3327897","8","24"
"ESPORTSTMNT03:1824121","14","6"
"ESPORTSTMNT03:1441746","21","5"
"ESPORTSTMNT02:2673189","24","8"
"ESPORTSTMNT05:1970722","22","13"
"ESPORTSTMNT04:1240177","21","11"
"ESPORTSTMNT02:1323094","9","19"
"ESPORTSTMNT02:2664801","17","9"
"ESPORTSTMNT01:3383996","11","18"
"ESPORTSTMNT02:1936132","6","16"
"ESPORTSTMNT06:2816492","4","12"
"LPL_A:331456","10","2"
"ESPORTSTMNT03:3096421","2","13"
"ESPORTSTMNT04:1120622","0","16"
"ESPORTSTMNT04:970306","19","6"
"ESPORTSTMNT06:2211060","23","14"
"ESPORTSTMNT05:1860602","7","20"
"ESPORTSTMNT03:1951613","15","20"
"ESPORTSTMNT03:3195570","17","16"
"ESPORTSTMNT03:1404035","21","10"
"LPL_A:330218","16","25"
"ESPORTSTMNT03:2564028","17","6"
"ESPORTSTMNT02:3217998","9","18"
"ESPORTSTMNT03:2002513","21","10"
"ESPORTSTMNT04:2430264","11","14"
"ESPORTSTMNT03:2654593","23","19"
"ESPORTSTMNT01:3416476","15","1"
"ESPORTSTMNT02:3164302","7","21"
"ESPORTSTMNT03:2921430","6","20"
"ESPORTSTMNT01:1131104","16","14"
"ESPORTSTMNT01:1152985","21","11"
"ESPORTSTMNT02:1323452","15","27"
"ESPORTSTMNT02:2064166","10","17"
"ESPORTSTMNT01:1121593","14","21"
"ESPORTSTMNT02:3228586","12","26"
"ESPORTSTMNT02:1934900","7","11"
"ESPORTSTMNT06:2774880","7","19"
"ESPORTSTMNT01:2782334","16","8"
"ESPORTSTMNT03:3128202","22","5"
"ESPORTSTMNT01:1120706","16","13"
"ESPORTSTMNT01:2703011","25","14"
"ESPORTSTMNT03:2541465","22","3"
"ESPORTSTMNT01:3332469","16","26"
"ESPORTSTMNT04:2694228","7","17"
"ESPORTSTMNT05:2060302","6","13"
"ESPORTSTMNT03:3184323","17","20"
"ESPORTSTMNT06:2210684","22","10"
"ESPORTSTMNT05:2020009","25","5"
"ESPORTSTMNT01:3383165","5","22"
"ESPORTSTMNT02:1922258","18","6"
"ESPORTSTMNT06:2542377","9","25"
"ESPORTSTMNT05:2760515","25","2"
"ESPORTSTMNT02:3160389","20","4"
"ESPORTSTMNT04:2410864","14","15"
"ESPORTSTMNT03:1760771","10","25"
"ESPORTSTMNT02:3166235","24","11"
"ESPORTSTMNT06:1860436","28","40"
"ESPORTSTMNT03:3200187","9","15"
"ESPORTSTMNT03:1102260","13","4"
"ESPORTSTMNT01:2147800","4","15"
"ESPORTSTMNT05:2980537","10","1"
"ESPORTSTMNT06:2775290","11","9"
"ESPORTSTMNT05:2951713","13","20"
"ESPORTSTMNT05:2990149","17","9"
"ESPORTSTMNT03:2093586","17","2"
"ESPORTSTMNT05:1980899","4","20"
"ESPORTSTMNT01:2146220","23","7"
"ESPORTSTMNT05:2990554","4","18"
"ESPORTSTMNT06:2768101","16","24"
"ESPORTSTMNT02:2063330","20","19"
"ESPORTSTMNT01:3310542","3","13"
"ESPORTSTMNT01:2982863","24","4"
"ESPORTSTMNT01:2770751","6","16"
"ESPORTSTMNT03:1431616","9","14"
"ESPORTSTMNT01:1435111","18","5"
"ESPORTSTMNT03:1441749","9","17"
"ESPORTSTMNT06:1721059","26","8"
"ESPORTSTMNT02:3218213","19","5"
"ESPORTSTMNT03:3114711","14","4"
"ESPORTSTMNT01:2916276","15","19"
"ESPORTSTMNT02:3218737","9","7"
"ESPORTSTMNT03:2103663","4","14"
"ESPORTSTMNT04:2689710","14","2"
"ESPORTSTMNT06:1180760","13","2"
"ESPORTSTMNT01:3326290","27","12"
"ESPORTSTMNT03:3127570","22","8"
"ESPORTSTMNT04:2685225","4","13"
"ESPORTSTMNT02:3057478","15","7"
"ESPORTSTMNT02:1287256","11","2"
"ESPORTSTMNT03:2632640","8","20"
"ESPORTSTMNT01:2144419","29","11"
"ESPORTSTMNT03:2883974","14","2"
"ESPORTSTMNT06:1840310","16","18"
"ESPORTSTMNT03:3129506","9","22"
"ESPORTSTMNT06:2775794","6","17"
"ESPORTSTMNT03:3180573","15","5"
"ESPORTSTMNT05:2680301","19","8"
"ESPORTSTMNT02:2974427","14","5"
"ESPORTSTMNT02:1927565","15","13"
"ESPORTSTMNT03:1324768","3","13"
"ESPORTSTMNT01:2800260","19","6"
"ESPORTSTMNT02:2840016","6","12"
"ESPORTSTMNT02:1413514","25","12"
"ESPORTSTMNT06:2817653","14","5"
"ESPORTSTMNT03:1764165","13","11"
"ESPORTSTMNT01:3387011","16","18"
"ESPORTSTMNT02:2061779","20","8"
"ESPORTSTMNT04:1890241","14","28"
"ESPORTSTMNT02:3213194","7","22"
"ESPORTSTMNT01:1881639","12","13"
"ESPORTSTMNT03:3129232","25","30"
"ESPORTSTMNT02:3161817","28","7"
"ESPORTSTMNT06:1840828","10","23"
"ESPORTSTMNT01:2915790","25","19"
"ESPORTSTMNT02:2971006","13","2"
"ESPORTSTMNT01:3308985","9","15"
"ESPORTSTMNT05:1870388","17","7"
"ESPORTSTMNT01:3401372","6","19"
"ESPORTSTMNT01:1720372","14","6"
"ESPORTSTMNT04:1010363","13","23"
"ESPORTSTMNT04:2200388","26","16"
"ESPORTSTMNT03:3179674","24","16"
"ESPORTSTMNT03:1441031","16","4"
"ESPORTSTMNT03:3160799","8","24"
"ESPORTSTMNT03:2092458","24","11"
"ESPORTSTMNT06:2823290","23","18"
"ESPORTSTMNT03:1127471","12","15"
"ESPORTSTMNT03:3098890","2","11"
"ESPORTSTMNT05:1400797","11","5"
"ESPORTSTMNT02:3167774","2","23"
"ESPORTSTMNT03:2547922","15","13"
"ESPORTSTMNT05:3220686","5","15"
"ESPORTSTMNT04:2691711","17","25"
"ESPORTSTMNT03:2784455","19","12"
"ESPORTSTMNT05:1830161","9","2"
"ESPORTSTMNT02:1724999","9","0"
"ESPORTSTMNT02:2665108","22","11"
"ESPORTSTMNT04:1960539","28","13"
"ESPORTSTMNT01:3331076","15","1"
"ESPORTSTMNT05:2070677","11","19"
"ESPORTSTMNT03:2563652","25","0"
"ESPORTSTMNT04:2685469","16","12"
"ESPORTSTMNT06:2420047","15","6"
"ESPORTSTMNT03:2893474","14","36"
"ESPORTSTMNT02:1115863","0","14"
"LPL_A:330750","16","13"
"ESPORTSTMNT03:3090828","2","9"
"ESPORTSTMNT03:2543155","21","5"
"ESPORTSTMNT02:1725547","16","16"
"ESPORTSTMNT01:2734377","13","30"
"ESPORTSTMNT04:2690247","15","8"
"ESPORTSTMNT02:3220939","17","6"
"ESPORTSTMNT01:2984952","13","20"
"ESPORTSTMNT02:1693426","20","12"
"ESPORTSTMNT01:3390584","20","15"
"ESPORTSTMNT03:3092740","6","23"
"ESPORTSTMNT04:2674967","16","16"
"ESPORTSTMNT01:3378674","3","14"
"ESPORTSTMNT03:3131231","8","21"
"ESPORTSTMNT04:2210197","31","21"
"ESPORTSTMNT02:2884331","18","6"
"ESPORTSTMNT01:3405009","7","17"
"ESPORTSTMNT04:2450274","15","6"
"LPL_A:334866","6","18"
"ESPORTSTMNT01:1682498","15","17"
"ESPORTSTMNT03:3094137","8","19"
"ESPORTSTMNT06:1680261","6","9"
"ESPORTSTMNT01:1155105","3","5"
"ESPORTSTMNT01:2030698","12","12"
"ESPORTSTMNT03:1765909","12","17"
"ESPORTSTMNT05:1430436","12","7"
"ESPORTSTMNT01:1896205","12","21"
"ESPORTSTMNT02:1735323","24","6"
"ESPORTSTMNT04:2431184","18","2"
"ESPORTSTMNT06:1071731","18","4"
"ESPORTSTMNT01:3392067","9","25"
"ESPORTSTMNT03:2893189","18","0"
"ESPORTSTMNT02:1294209","12","4"
"ESPORTSTMNT01:2146809","11","16"
"ESPORTSTMNT01:3342439","25","13"
"ESPORTSTMNT04:2663982","20","8"
"ESPORTSTMNT03:3186730","12","22"
"ESPORTSTMNT05:1820337","10","25"
"ESPORTSTMNT03:3088304","8","22"
"ESPORTSTMNT05:2070544","6","25"
"ESPORTSTMNT01:2691269","7","12"
"ESPORTSTMNT02:2663564","14","5"
"ESPORTSTMNT01:2135159","21","12"
"ESPORTSTMNT02:2777701","21","16"
"ESPORTSTMNT02:2840565","20","4"
"ESPORTSTMNT03:2544435","19","4"
"ESPORTSTMNT03:2799486","4","15"
"ESPORTSTMNT06:1880958","26","7"
"ESPORTSTMNT03:3122302","25","11"
"ESPORTSTMNT01:2744650","2","17"
"ESPORTSTMNT04:1810961","21","15"
"ESPORTSTMNT02:2789894","21","6"
"ESPORTSTMNT05:2530907","5","16"
"ESPORTSTMNT02:2577165","12","26"
"ESPORTSTMNT02:2912555","16","12"
"ESPORTSTMNT01:3374504","10","1"
"ESPORTSTMNT01:1370231","5","14"
"ESPORTSTMNT03:1531210","5","13"
"ESPORTSTMNT02:3167462","18","4"
"ESPORTSTMNT03:1122041","31","20"
"ESPORTSTMNT01:3366502","26","11"
"ESPORTSTMNT06:1580798","12","3"
"ESPORTSTMNT02:2661988","33","13"
"ESPORTSTMNT02:3158340","6","20"
"ESPORTSTMNT04:2688231","6","10"
"ESPORTSTMNT03:2656620","22","27"
"ESPORTSTMNT04:2693284","30","8"
"ESPORTSTMNT02:3156051","28","10"
"ESPORTSTMNT06:2773421","21","17"
"ESPORTSTMNT02:3216536","17","1"
"ESPORTSTMNT06:2821199","37","17"
"ESPORTSTMNT03:2001086","0","21"
"ESPORTSTMNT04:1730194","22","7"
"ESPORTSTMNT02:2840440","6","17"
"ESPORTSTMNT03:3113903","6","14"
"ESPORTSTMNT01:3329977","28","17"
"ESPORTSTMNT02:3169628","9","13"
"LPL_B:330027","14","11"
"ESPORTSTMNT01:3086792","16","11"
"ESPORTSTMNT02:3216256","12","21"
